# Rescue Logfile. Created by GNU ddrescue version 1.14
# Command line: ddrescue -b 2048 -i 127100M /dev/sdd2 rescue.img rescue.log
# current_pos  current_status
0x1DDBF13000     *
#      pos        size  status
0x1DF3E27000  0x00002000  *
0x1DF3E29000  0x0006C000  +
0x1DF3E95000  0x00004000  *
0x1DF3E99000  0x0006B000  +
0x1DF3F04000  0x00005000  *
0x1DF3F09000  0x00069000  +
0x1DF3F72000  0x00007000  *
0x1DF3F79000  0x00067000  +
0x1DF3FE0000  0x00009000  *
0x1DF3FE9000  0x00065000  +
0x1DF404E000  0x0000B000  *
0x1DF4059000  0x000E2000  +
0x1DF413B000  0x0000E000  *
0x1DF4149000  0x00060000  +
0x1DF41A9000  0x00010000  *
0x1DF41B9000  0x0005E000  +
0x1DF4217000  0x00002000  *
0x1DF4219000  0x0006C000  +
0x1DF4285000  0x00004000  *
0x1DF4289000  0x0006B000  +
0x1DF42F4000  0x00005000  *
0x1DF42F9000  0x00069000  +
0x1DF4362000  0x00007000  *
0x1DF4369000  0x00067000  +
0x1DF43D0000  0x00009000  *
0x1DF43D9000  0x00065000  +
0x1DF443E000  0x0000B000  *
0x1DF4449000  0x000E2000  +
0x1DF452B000  0x0000E000  *
0x1DF4539000  0x00060000  +
0x1DF4599000  0x00010000  *
0x1DF45A9000  0x0005E000  +
0x1DF4607000  0x00002000  *
0x1DF4609000  0x0006C000  +
0x1DF4675000  0x00004000  *
0x1DF4679000  0x0006B000  +
0x1DF46E4000  0x00005000  *
0x1DF46E9000  0x00069000  +
0x1DF4752000  0x00007000  *
0x1DF4759000  0x00067000  +
0x1DF47C0000  0x00009000  *
0x1DF47C9000  0x00065000  +
0x1DF482E000  0x0000B000  *
0x1DF4839000  0x000E2000  +
0x1DF491B000  0x0000E000  *
0x1DF4929000  0x00060000  +
0x1DF4989000  0x00010000  *
0x1DF4999000  0x0005E000  +
0x1DF49F7000  0x00002000  *
0x1DF49F9000  0x0006C000  +
0x1DF4A65000  0x00004000  *
0x1DF4A69000  0x0006B000  +
0x1DF4AD4000  0x00005000  *
0x1DF4AD9000  0x00069000  +
0x1DF4B42000  0x00007000  *
0x1DF4B49000  0x00067000  +
0x1DF4BB0000  0x00009000  *
0x1DF4BB9000  0x00065000  +
0x1DF4C1E000  0x0000B000  *
0x1DF4C29000  0x000E2000  +
0x1DF4D0B000  0x0000E000  *
0x1DF4D19000  0x00060000  +
0x1DF4D79000  0x00010000  *
0x1DF4D89000  0x0005E000  +
0x1DF4DE7000  0x00002000  *
0x1DF4DE9000  0x0006C000  +
0x1DF4E55000  0x00004000  *
0x1DF4E59000  0x0006B000  +
0x1DF4EC4000  0x00005000  *
0x1DF4EC9000  0x00069000  +
0x1DF4F32000  0x00007000  *
0x1DF4F39000  0x00067000  +
0x1DF4FA0000  0x00009000  *
0x1DF4FA9000  0x00065000  +
0x1DF500E000  0x0000B000  *
0x1DF5019000  0x000E2000  +
0x1DF50FB000  0x0000E000  *
0x1DF5109000  0x00060000  +
0x1DF5169000  0x00010000  *
0x1DF5179000  0x0005E000  +
0x1DF51D7000  0x00002000  *
0x1DF51D9000  0x0006C000  +
0x1DF5245000  0x00004000  *
0x1DF5249000  0x0006B000  +
0x1DF52B4000  0x00005000  *
0x1DF52B9000  0x00069000  +
0x1DF5322000  0x00007000  *
0x1DF5329000  0x00067000  +
0x1DF5390000  0x00009000  *
0x1DF5399000  0x00065000  +
0x1DF53FE000  0x0000B000  *
0x1DF5409000  0x000E2000  +
0x1DF54EB000  0x0000E000  *
0x1DF54F9000  0x00060000  +
0x1DF5559000  0x00010000  *
0x1DF5569000  0x0005E000  +
0x1DF55C7000  0x00002000  *
0x1DF55C9000  0x0006C000  +
0x1DF5635000  0x00004000  *
0x1DF5639000  0x0006B000  +
0x1DF56A4000  0x00005000  *
0x1DF56A9000  0x00069000  +
0x1DF5712000  0x00007000  *
0x1DF5719000  0x00067000  +
0x1DF5780000  0x00009000  *
0x1DF5789000  0x00065000  +
0x1DF57EE000  0x0000B000  *
0x1DF57F9000  0x000E2000  +
0x1DF58DB000  0x0000E000  *
0x1DF58E9000  0x00060000  +
0x1DF5949000  0x00010000  *
0x1DF5959000  0x0005E000  +
0x1DF59B7000  0x00002000  *
0x1DF59B9000  0x0006C000  +
0x1DF5A25000  0x00004000  *
0x1DF5A29000  0x0006B000  +
0x1DF5A94000  0x00005000  *
0x1DF5A99000  0x00069000  +
0x1DF5B02000  0x00007000  *
0x1DF5B09000  0x00067000  +
0x1DF5B70000  0x00009000  *
0x1DF5B79000  0x00065000  +
0x1DF5BDE000  0x0000B000  *
0x1DF5BE9000  0x000E2000  +
0x1DF5CCB000  0x0000E000  *
0x1DF5CD9000  0x00060000  +
0x1DF5D39000  0x00010000  *
0x1DF5D49000  0x0005E000  +
0x1DF5DA7000  0x00002000  *
0x1DF5DA9000  0x0006C000  +
0x1DF5E15000  0x00004000  *
0x1DF5E19000  0x0006B000  +
0x1DF5E84000  0x00005000  *
0x1DF5E89000  0x04393000  +
0x1DFA21C000  0x0000D000  *
0x1DFA229000  0x00061000  +
0x1DFA28A000  0x0000F000  *
0x1DFA299000  0x000CE000  +
0x1DFA367000  0x00002000  *
0x1DFA369000  0x0006C000  +
0x1DFA3D5000  0x00004000  *
0x1DFA3D9000  0x0006A000  +
0x1DFA443000  0x00006000  *
0x1DFA449000  0x000E6000  +
0x1DFA52F000  0x0000A000  *
0x1DFA539000  0x00065000  +
0x1DFA59E000  0x0000B000  *
0x1DFA5A9000  0x00063000  +
0x1DFA60C000  0x0000D000  *
0x1DFA619000  0x00061000  +
0x1DFA67A000  0x0000F000  *
0x1DFA689000  0x0005F000  +
0x1DFA6E8000  0x00001000  *
0x1DFA6E9000  0x0006E000  +
0x1DFA757000  0x00002000  *
0x1DFA759000  0x0006C000  +
0x1DFA7C5000  0x00004000  *
0x1DFA7C9000  0x0006A000  +
0x1DFA833000  0x00006000  *
0x1DFA839000  0x000E6000  +
0x1DFA91F000  0x0000A000  *
0x1DFA929000  0x00065000  +
0x1DFA98E000  0x0000B000  *
0x1DFA999000  0x00063000  +
0x1DFA9FC000  0x0000D000  *
0x1DFAA09000  0x00061000  +
0x1DFAA6A000  0x0000F000  *
0x1DFAA79000  0x0005F000  +
0x1DFAAD8000  0x00001000  *
0x1DFAAD9000  0x0006E000  +
0x1DFAB47000  0x00002000  *
0x1DFAB49000  0x0006C000  +
0x1DFABB5000  0x00004000  *
0x1DFABB9000  0x0006A000  +
0x1DFAC23000  0x00006000  *
0x1DFAC29000  0x000E6000  +
0x1DFAD0F000  0x0000A000  *
0x1DFAD19000  0x00065000  +
0x1DFAD7E000  0x0000B000  *
0x1DFAD89000  0x00063000  +
0x1DFADEC000  0x0000D000  *
0x1DFADF9000  0x00061000  +
0x1DFAE5A000  0x0000F000  *
0x1DFAE69000  0x0005F000  +
0x1DFAEC8000  0x00001000  *
0x1DFAEC9000  0x0006E000  +
0x1DFAF37000  0x00002000  *
0x1DFAF39000  0x0006C000  +
0x1DFAFA5000  0x00004000  *
0x1DFAFA9000  0x0006A000  +
0x1DFB013000  0x00006000  *
0x1DFB019000  0x000E6000  +
0x1DFB0FF000  0x0000A000  *
0x1DFB109000  0x00065000  +
0x1DFB16E000  0x0000B000  *
0x1DFB179000  0x00063000  +
0x1DFB1DC000  0x0000D000  *
0x1DFB1E9000  0x00061000  +
0x1DFB24A000  0x0000F000  *
0x1DFB259000  0x0005F000  +
0x1DFB2B8000  0x00001000  *
0x1DFB2B9000  0x0006E000  +
0x1DFB327000  0x00002000  *
0x1DFB329000  0x0006C000  +
0x1DFB395000  0x00004000  *
0x1DFB399000  0x0006A000  +
0x1DFB403000  0x00006000  *
0x1DFB409000  0x000E6000  +
0x1DFB4EF000  0x0000A000  *
0x1DFB4F9000  0x00065000  +
0x1DFB55E000  0x0000B000  *
0x1DFB569000  0x02B70000  +
0x1DFE0D9000  0x00010000  *
0x1DFE0E9000  0x0005E000  +
0x1DFE147000  0x00002000  *
0x1DFE149000  0x000EA000  +
0x1DFE233000  0x00006000  *
0x1DFE239000  0x00069000  +
0x1DFE2A2000  0x00007000  *
0x1DFE2A9000  0x00067000  +
0x1DFE310000  0x00009000  *
0x1DFE319000  0x00065000  +
0x1DFE37E000  0x0000B000  *
0x1DFE389000  0x00063000  +
0x1DFE3EC000  0x0000D000  *
0x1DFE3F9000  0x00062000  +
0x1DFE45B000  0x0000E000  *
0x1DFE469000  0x00060000  +
0x1DFE4C9000  0x00010000  *
0x1DFE4D9000  0x0005E000  +
0x1DFE537000  0x00002000  *
0x1DFE539000  0x000EA000  +
0x1DFE623000  0x00006000  *
0x1DFE629000  0x00069000  +
0x1DFE692000  0x00007000  *
0x1DFE699000  0x00067000  +
0x1DFE700000  0x00009000  *
0x1DFE709000  0x00065000  +
0x1DFE76E000  0x0000B000  *
0x1DFE779000  0x00063000  +
0x1DFE7DC000  0x0000D000  *
0x1DFE7E9000  0x00062000  +
0x1DFE84B000  0x0000E000  *
0x1DFE859000  0x00060000  +
0x1DFE8B9000  0x00010000  *
0x1DFE8C9000  0x0005E000  +
0x1DFE927000  0x00002000  *
0x1DFE929000  0x000EA000  +
0x1DFEA13000  0x00006000  *
0x1DFEA19000  0x00069000  +
0x1DFEA82000  0x00007000  *
0x1DFEA89000  0x00067000  +
0x1DFEAF0000  0x00009000  *
0x1DFEAF9000  0x00065000  +
0x1DFEB5E000  0x0000B000  *
0x1DFEB69000  0x00063000  +
0x1DFEBCC000  0x0000D000  *
0x1DFEBD9000  0x00062000  +
0x1DFEC3B000  0x0000E000  *
0x1DFEC49000  0x00060000  +
0x1DFECA9000  0x00010000  *
0x1DFECB9000  0x0005E000  +
0x1DFED17000  0x00002000  *
0x1DFED19000  0x000EA000  +
0x1DFEE03000  0x00006000  *
0x1DFEE09000  0x00069000  +
0x1DFEE72000  0x00007000  *
0x1DFEE79000  0x00067000  +
0x1DFEEE0000  0x00009000  *
0x1DFEEE9000  0x00065000  +
0x1DFEF4E000  0x0000B000  *
0x1DFEF59000  0x00063000  +
0x1DFEFBC000  0x0000D000  *
0x1DFEFC9000  0x00062000  +
0x1DFF02B000  0x0000E000  *
0x1DFF039000  0x00060000  +
0x1DFF099000  0x00010000  *
0x1DFF0A9000  0x0005E000  +
0x1DFF107000  0x00002000  *
0x1DFF109000  0x000EA000  +
0x1DFF1F3000  0x00006000  *
0x1DFF1F9000  0x00069000  +
0x1DFF262000  0x00007000  *
0x1DFF269000  0x00067000  +
0x1DFF2D0000  0x00009000  *
0x1DFF2D9000  0x00065000  +
0x1DFF33E000  0x0000B000  *
0x1DFF349000  0x00063000  +
0x1DFF3AC000  0x0000D000  *
0x1DFF3B9000  0x00062000  +
0x1DFF41B000  0x0000E000  *
0x1DFF429000  0x00060000  +
0x1DFF489000  0x00010000  *
0x1DFF499000  0x0005E000  +
0x1DFF4F7000  0x00002000  *
0x1DFF4F9000  0x0A479000  +
0x1E09972000  0x00007000  *
0x1E09979000  0x00067000  +
0x1E099E0000  0x00009000  *
0x1E099E9000  0x00065000  +
0x1E09A4E000  0x0000B000  *
0x1E09A59000  0x000E1000  +
0x1E09B3A000  0x0000F000  *
0x1E09B49000  0x00060000  +
0x1E09BA9000  0x00010000  *
0x1E09BB9000  0x0005E000  +
0x1E09C17000  0x00002000  *
0x1E09C19000  0x0006C000  +
0x1E09C85000  0x00004000  *
0x1E09C89000  0x0006A000  +
0x1E09CF3000  0x00006000  *
0x1E09CF9000  0x00069000  +
0x1E09D62000  0x00007000  *
0x1E09D69000  0x00067000  +
0x1E09DD0000  0x00009000  *
0x1E09DD9000  0x00065000  +
0x1E09E3E000  0x0000B000  *
0x1E09E49000  0x000E1000  +
0x1E09F2A000  0x0000F000  *
0x1E09F39000  0x00060000  +
0x1E09F99000  0x00010000  *
0x1E09FA9000  0x0005E000  +
0x1E0A007000  0x00002000  *
0x1E0A009000  0x0006C000  +
0x1E0A075000  0x00004000  *
0x1E0A079000  0x0006A000  +
0x1E0A0E3000  0x00006000  *
0x1E0A0E9000  0x00069000  +
0x1E0A152000  0x00007000  *
0x1E0A159000  0x00067000  +
0x1E0A1C0000  0x00009000  *
0x1E0A1C9000  0x00065000  +
0x1E0A22E000  0x0000B000  *
0x1E0A239000  0x000E1000  +
0x1E0A31A000  0x0000F000  *
0x1E0A329000  0x00060000  +
0x1E0A389000  0x00010000  *
0x1E0A399000  0x0005E000  +
0x1E0A3F7000  0x00002000  *
0x1E0A3F9000  0x0006C000  +
0x1E0A465000  0x00004000  *
0x1E0A469000  0x0006A000  +
0x1E0A4D3000  0x00006000  *
0x1E0A4D9000  0x00069000  +
0x1E0A542000  0x00007000  *
0x1E0A549000  0x00067000  +
0x1E0A5B0000  0x00009000  *
0x1E0A5B9000  0x00065000  +
0x1E0A61E000  0x0000B000  *
0x1E0A629000  0x000E1000  +
0x1E0A70A000  0x0000F000  *
0x1E0A719000  0x00060000  +
0x1E0A779000  0x00010000  *
0x1E0A789000  0x0005E000  +
0x1E0A7E7000  0x00002000  *
0x1E0A7E9000  0x0006C000  +
0x1E0A855000  0x00004000  *
0x1E0A859000  0x0006A000  +
0x1E0A8C3000  0x00006000  *
0x1E0A8C9000  0x00069000  +
0x1E0A932000  0x00007000  *
0x1E0A939000  0x00067000  +
0x1E0A9A0000  0x00009000  *
0x1E0A9A9000  0x00065000  +
0x1E0AA0E000  0x0000B000  *
0x1E0AA19000  0x000E1000  +
0x1E0AAFA000  0x0000F000  *
0x1E0AB09000  0x00060000  +
0x1E0AB69000  0x00010000  *
0x1E0AB79000  0x0005E000  +
0x1E0ABD7000  0x00002000  *
0x1E0ABD9000  0x0006C000  +
0x1E0AC45000  0x00004000  *
0x1E0AC49000  0x0006A000  +
0x1E0ACB3000  0x00006000  *
0x1E0ACB9000  0x00069000  +
0x1E0AD22000  0x00007000  *
0x1E0AD29000  0x00067000  +
0x1E0AD90000  0x00009000  *
0x1E0AD99000  0x00065000  +
0x1E0ADFE000  0x0000B000  *
0x1E0AE09000  0x000E1000  +
0x1E0AEEA000  0x0000F000  *
0x1E0AEF9000  0x00060000  +
0x1E0AF59000  0x00010000  *
0x1E0AF69000  0x0005E000  +
0x1E0AFC7000  0x00002000  *
0x1E0AFC9000  0x0006C000  +
0x1E0B035000  0x00004000  *
0x1E0B039000  0x0006A000  +
0x1E0B0A3000  0x00006000  *
0x1E0B0A9000  0x00069000  +
0x1E0B112000  0x00007000  *
0x1E0B119000  0x00067000  +
0x1E0B180000  0x00009000  *
0x1E0B189000  0x00065000  +
0x1E0B1EE000  0x0000B000  *
0x1E0B1F9000  0x000E1000  +
0x1E0B2DA000  0x0000F000  *
0x1E0B2E9000  0x00060000  +
0x1E0B349000  0x00010000  *
0x1E0B359000  0x0005E000  +
0x1E0B3B7000  0x00002000  *
0x1E0B3B9000  0x0006C000  +
0x1E0B425000  0x00004000  *
0x1E0B429000  0x0006A000  +
0x1E0B493000  0x00006000  *
0x1E0B499000  0x00069000  +
0x1E0B502000  0x00007000  *
0x1E0B509000  0x00067000  +
0x1E0B570000  0x00009000  *
0x1E0B579000  0x00065000  +
0x1E0B5DE000  0x0000B000  *
0x1E0B5E9000  0x000E1000  +
0x1E0B6CA000  0x0000F000  *
0x1E0B6D9000  0x00060000  +
0x1E0B739000  0x00010000  *
0x1E0B749000  0x0005E000  +
0x1E0B7A7000  0x00002000  *
0x1E0B7A9000  0x0006C000  +
0x1E0B815000  0x00004000  *
0x1E0B819000  0x0006A000  +
0x1E0B883000  0x00006000  *
0x1E0B889000  0x00069000  +
0x1E0B8F2000  0x00007000  *
0x1E0B8F9000  0x337B3000  +
0x1E3F0AC000  0x0000D000  *
0x1E3F0B9000  0x00062000  +
0x1E3F11B000  0x0000E000  *
0x1E3F129000  0x00060000  +
0x1E3F189000  0x00010000  *
0x1E3F199000  0x000CC000  +
0x1E3F265000  0x00004000  *
0x1E3F269000  0x0006B000  +
0x1E3F2D4000  0x00005000  *
0x1E3F2D9000  0x00155000  +
0x1E3F42E000  0x0000B000  *
0x1E3F439000  0x000D2000  +
0x1E3F50B000  0x0000E000  *
0x1E3F519000  0x00060000  +
0x1E3F579000  0x00010000  *
0x1E3F589000  0x000CC000  +
0x1E3F655000  0x00004000  *
0x1E3F659000  0x0006B000  +
0x1E3F6C4000  0x00005000  *
0x1E3F6C9000  0x00069000  +
0x1E3F732000  0x00007000  *
0x1E3F739000  0x000E5000  +
0x1E3F81E000  0x0000B000  *
0x1E3F829000  0x000D2000  +
0x1E3F8FB000  0x0000E000  *
0x1E3F909000  0x0013C000  +
0x1E3FA45000  0x00004000  *
0x1E3FA49000  0x0006B000  +
0x1E3FAB4000  0x00005000  *
0x1E3FAB9000  0x00069000  +
0x1E3FB22000  0x00007000  *
0x1E3FB29000  0x000E5000  +
0x1E3FC0E000  0x0000B000  *
0x1E3FC19000  0x00063000  +
0x1E3FC7C000  0x0000D000  *
0x1E3FC89000  0x00062000  +
0x1E3FCEB000  0x0000E000  *
0x1E3FCF9000  0x001AB000  +
0x1E3FEA4000  0x00005000  *
0x1E3FEA9000  0x00155000  +
0x1E3FFFE000  0x0000B000  *
0x1E40009000  0x00063000  +
0x1E4006C000  0x0000D000  *
0x1E40079000  0x000D0000  +
0x1E40149000  0x00010000  *
0x1E40159000  0x0005E000  +
0x1E401B7000  0x00002000  *
0x1E401B9000  0x0006C000  +
0x1E40225000  0x00004000  *
0x1E40229000  0x02824000  +
0x1E42A4D000  0x0000C000  *
0x1E42A59000  0x00E59000  +
0x1E438B2000  0x00007000  *
0x1E438B9000  0x00068000  +
0x1E43921000  0x00008000  *
0x1E43929000  0x000E4000  +
0x1E43A0D000  0x0000C000  *
0x1E43A19000  0x00062000  +
0x1E43A7B000  0x0000E000  *
0x1E43A89000  0x00060000  +
0x1E43AE9000  0x00010000  *
0x1E43AF9000  0x0013B000  +
0x1E43C34000  0x00005000  *
0x1E43C39000  0x00690000  +
0x1E442C9000  0x00010000  *
0x1E442D9000  0x0005F000  +
0x1E44338000  0x00001000  *
0x1E44339000  0x0006D000  +
0x1E443A6000  0x00003000  *
0x1E443A9000  0x0006B000  +
0x1E44414000  0x00005000  *
0x1E44419000  0x00069000  +
0x1E44482000  0x00007000  *
0x1E44489000  0x00068000  +
0x1E444F1000  0x00008000  *
0x1E444F9000  0x00152000  +
0x1E4464B000  0x0000E000  *
0x1E44659000  0x00050000  +
0x1E446A9000  0x00010000  *
0x1E446B9000  0x00000800  -
0x1E446B9800  0x00010000  *
0x1E446C9800  0x07AF8800  +
0x1E4C1C2000  0x00007000  *
0x1E4C1C9000  0x000D5000  +
0x1E4C29E000  0x0000B000  *
0x1E4C2A9000  0x00063000  +
0x1E4C30C000  0x0000D000  *
0x1E4C319000  0x00299000  +
0x1E4C5B2000  0x00007000  *
0x1E4C5B9000  0x00220000  +
0x1E4C7D9000  0x00010000  *
0x1E4C7E9000  0x000DC000  +
0x1E4C8C5000  0x00004000  *
0x1E4C8C9000  0x00046000  +
0x1E4C90F000  0x0000A000  *
0x1E4C919000  0x000D2000  +
0x1E4C9EB000  0x00007000  *
0x1E4C9F2000  0x00067000  +
0x1E4CA59000  0x00009000  *
0x1E4CA62000  0x00066000  +
0x1E4CAC8000  0x0000A000  *
0x1E4CAD2000  0x000E2000  +
0x1E4CBB4000  0x0000E000  *
0x1E4CBC2000  0x00060000  +
0x1E4CC22000  0x00010000  *
0x1E4CC32000  0x0005E000  +
0x1E4CC90000  0x00002000  *
0x1E4CC92000  0x0006D000  +
0x1E4CCFF000  0x00003000  *
0x1E4CD02000  0x0006B000  +
0x1E4CD6D000  0x00005000  *
0x1E4CD72000  0x00069000  +
0x1E4CDDB000  0x00007000  *
0x1E4CDE2000  0x00067000  +
0x1E4CE49000  0x00009000  *
0x1E4CE52000  0x00066000  +
0x1E4CEB8000  0x0000A000  *
0x1E4CEC2000  0x000E2000  +
0x1E4CFA4000  0x0000E000  *
0x1E4CFB2000  0x00060000  +
0x1E4D012000  0x00010000  *
0x1E4D022000  0x0005E000  +
0x1E4D080000  0x00002000  *
0x1E4D082000  0x0006D000  +
0x1E4D0EF000  0x00003000  *
0x1E4D0F2000  0x0006B000  +
0x1E4D15D000  0x00005000  *
0x1E4D162000  0x000D7000  +
0x1E4D239000  0x00009000  *
0x1E4D242000  0x00066000  +
0x1E4D2A8000  0x0000A000  *
0x1E4D2B2000  0x000E2000  +
0x1E4D394000  0x0000E000  *
0x1E4D3A2000  0x0013D000  +
0x1E4D4DF000  0x00003000  *
0x1E4D4E2000  0x0006B000  +
0x1E4D54D000  0x00005000  *
0x1E4D552000  0x000D7000  +
0x1E4D629000  0x00009000  *
0x1E4D632000  0x0029D000  +
0x1E4D8CF000  0x00003000  *
0x1E4D8D2000  0x00147000  +
0x1E4DA19000  0x00009000  *
0x1E4DA22000  0x00066000  +
0x1E4DA88000  0x0000A000  *
0x1E4DA92000  0x000E2000  +
0x1E4DB74000  0x0000E000  *
0x1E4DB82000  0x00060000  +
0x1E4DBE2000  0x00010000  *
0x1E4DBF2000  0x0005E000  +
0x1E4DC50000  0x00002000  *
0x1E4DC52000  0x0006D000  +
0x1E4DCBF000  0x00003000  *
0x1E4DCC2000  0x0006B000  +
0x1E4DD2D000  0x00005000  *
0x1E4DD32000  0x00069000  +
0x1E4DD9B000  0x00007000  *
0x1E4DDA2000  0x00067000  +
0x1E4DE09000  0x00009000  *
0x1E4DE12000  0x00066000  +
0x1E4DE78000  0x0000A000  *
0x1E4DE82000  0x000E2000  +
0x1E4DF64000  0x0000E000  *
0x1E4DF72000  0x00060000  +
0x1E4DFD2000  0x00010000  *
0x1E4DFE2000  0x0005E000  +
0x1E4E040000  0x00002000  *
0x1E4E042000  0x0006D000  +
0x1E4E0AF000  0x00003000  *
0x1E4E0B2000  0x0006B000  +
0x1E4E11D000  0x00005000  *
0x1E4E122000  0x00069000  +
0x1E4E18B000  0x00007000  *
0x1E4E192000  0x00067000  +
0x1E4E1F9000  0x00009000  *
0x1E4E202000  0x00066000  +
0x1E4E268000  0x0000A000  *
0x1E4E272000  0x000E2000  +
0x1E4E354000  0x0000E000  *
0x1E4E362000  0x00060000  +
0x1E4E3C2000  0x00010000  *
0x1E4E3D2000  0x0005E000  +
0x1E4E430000  0x00002000  *
0x1E4E432000  0x0006D000  +
0x1E4E49F000  0x00003000  *
0x1E4E4A2000  0x0006B000  +
0x1E4E50D000  0x00005000  *
0x1E4E512000  0x00069000  +
0x1E4E57B000  0x00007000  *
0x1E4E582000  0x00067000  +
0x1E4E5E9000  0x00009000  *
0x1E4E5F2000  0x00066000  +
0x1E4E658000  0x0000A000  *
0x1E4E662000  0x003E6000  +
0x1E4EA48000  0x0000A000  *
0x1E4EA52000  0x0099E000  +
0x1E4F3F0000  0x00002000  *
0x1E4F3F2000  0x5D87B000  +
0x1EACC6D000  0x00005000  *
0x1EACC72000  0x00290000  +
0x1EACF02000  0x00010000  *
0x1EACF12000  0x00000800  -
0x1EACF12800  0x00010000  *
0x1EACF22800  0x0AA12800  +
0x1EB7935000  0x0000D800  *
0x1EB7942800  0x00061800  +
0x1EB79A4000  0x0000E800  *
0x1EB79B2800  0x000DD800  +
0x1EB7A90000  0x00002800  *
0x1EB7A92800  0x0006B800  +
0x1EB7AFE000  0x00004800  *
0x1EB7B02800  0x00069800  +
0x1EB7B6C000  0x00006800  *
0x1EB7B72800  0x00068800  +
0x1EB7BDB000  0x00007800  *
0x1EB7BE2800  0x00066800  +
0x1EB7C49000  0x00009800  *
0x1EB7C52800  0x00064800  +
0x1EB7CB7000  0x0000B800  *
0x1EB7CC2800  0x000D1800  +
0x1EB7D94000  0x0000E800  *
0x1EB7DA2800  0x000DD800  +
0x1EB7E80000  0x00002800  *
0x1EB7E82800  0x0006B800  +
0x1EB7EEE000  0x00004800  *
0x1EB7EF2800  0x00069800  +
0x1EB7F5C000  0x00006800  *
0x1EB7F62800  0x00068800  +
0x1EB7FCB000  0x00007800  *
0x1EB7FD2800  0x00066800  +
0x1EB8039000  0x00009800  *
0x1EB8042800  0x00454800  +
0x1EB8497000  0x0000B800  *
0x1EB84A2800  0x00062800  +
0x1EB8505000  0x0000D800  *
0x1EB8512800  0x00061800  +
0x1EB8574000  0x0000E800  *
0x1EB8582800  0x000DD800  +
0x1EB8660000  0x00002800  *
0x1EB8662800  0x0006B800  +
0x1EB86CE000  0x00004800  *
0x1EB86D2800  0x00069800  +
0x1EB873C000  0x00006800  *
0x1EB8742800  0x00068800  +
0x1EB87AB000  0x00007800  *
0x1EB87B2800  0x00066800  +
0x1EB8819000  0x00009800  *
0x1EB8822800  0x00064800  +
0x1EB8887000  0x0000B800  *
0x1EB8892800  0x00062800  +
0x1EB88F5000  0x0000D800  *
0x1EB8902800  0x00061800  +
0x1EB8964000  0x0000E800  *
0x1EB8972800  0x000DD800  +
0x1EB8A50000  0x00002800  *
0x1EB8A52800  0x001B6800  +
0x1EB8C09000  0x00009800  *
0x1EB8C12800  0x10162800  +
0x1EC8D75000  0x0000D800  *
0x1EC8D82800  0x2D0B8800  +
0x1EF5E3B000  0x00007800  *
0x1EF5E42800  0x00067800  +
0x1EF5EAA000  0x00008800  *
0x1EF5EB2800  0x0C050800  +
0x1F01F03000  0x0000F800  *
0x1F01F12800  0x0005E800  +
0x1F01F71000  0x00001800  *
0x1F01F72800  0x0006D800  +
0x1F01FE0000  0x00002800  *
0x1F01FE2800  0x0006B800  +
0x1F0204E000  0x00004800  *
0x1F02052800  0x00069800  +
0x1F020BC000  0x00006800  *
0x1F020C2800  0x0B0B2800  +
0x1F0D175000  0x0000D800  *
0x1F0D182800  0x000DE800  +
0x1F0D261000  0x00001800  *
0x1F0D262800  0x0006C800  +
0x1F0D2CF000  0x00003800  *
0x1F0D2D2800  0x0006B800  +
0x1F0D33E000  0x00004800  *
0x1F0D342800  0x00069800  +
0x1F0D3AC000  0x00006800  *
0x1F0D3B2800  0x00067800  +
0x1F0D41A000  0x00008800  *
0x1F0D422800  0x00065800  +
0x1F0D488000  0x0000A800  *
0x1F0D492800  0x00064800  +
0x1F0D4F7000  0x0000B800  *
0x1F0D502800  0x00062800  +
0x1F0D565000  0x0000D800  *
0x1F0D572800  0x000DE800  +
0x1F0D651000  0x00001800  *
0x1F0D652800  0x0006C800  +
0x1F0D6BF000  0x00003800  *
0x1F0D6C2800  0x0006B800  +
0x1F0D72E000  0x00004800  *
0x1F0D732800  0x00069800  +
0x1F0D79C000  0x00006800  *
0x1F0D7A2800  0x00067800  +
0x1F0D80A000  0x00008800  *
0x1F0D812800  0x00065800  +
0x1F0D878000  0x0000A800  *
0x1F0D882800  0x00064800  +
0x1F0D8E7000  0x0000B800  *
0x1F0D8F2800  0x00062800  +
0x1F0D955000  0x0000D800  *
0x1F0D962800  0x000DE800  +
0x1F0DA41000  0x00001800  *
0x1F0DA42800  0x0006C800  +
0x1F0DAAF000  0x00003800  *
0x1F0DAB2800  0x0006B800  +
0x1F0DB1E000  0x00004800  *
0x1F0DB22800  0x00069800  +
0x1F0DB8C000  0x00006800  *
0x1F0DB92800  0x00067800  +
0x1F0DBFA000  0x00008800  *
0x1F0DC02800  0x00065800  +
0x1F0DC68000  0x0000A800  *
0x1F0DC72800  0x00064800  +
0x1F0DCD7000  0x0000B800  *
0x1F0DCE2800  0x00062800  +
0x1F0DD45000  0x0000D800  *
0x1F0DD52800  0x000DE800  +
0x1F0DE31000  0x00001800  *
0x1F0DE32800  0x0006C800  +
0x1F0DE9F000  0x0000D000  *
0x1F0DEAC000  0x00062000  +
0x1F0DF0E000  0x0000E000  *
0x1F0DF1C000  0x00060000  +
0x1F0DF7C000  0x00010000  *
0x1F0DF8C000  0x0005E000  +
0x1F0DFEA000  0x00002000  *
