# Rescue Logfile. Created by GNU ddrescue version 1.14
# Command line: ddrescue -b 2048 -i 127100M /dev/sdd2 rescue.img rescue.log
# current_pos  current_status
0x1DDBF13000     *
#      pos        size  status
0x14A30C8000  0x000F2000  +
0x14A31BA000  0x0000E000  *
0x14A31C8000  0x000E7000  +
0x14A32AF000  0x00009000  *
0x14A32B8000  0x000FD000  +
0x14A33B5000  0x00003000  *
0x14A33B8000  0x00078000  +
0x14A3430000  0x00008000  *
0x14A3438000  0x00072000  +
0x14A34AA000  0x0000E000  *
0x14A34B8000  0x0006D000  +
0x14A3525000  0x00003000  *
0x14A3528000  0x00077000  +
0x14A359F000  0x00009000  *
0x14A35A8000  0x00072000  +
0x14A361A000  0x0000E000  *
0x14A3628000  0x0006C000  +
0x14A3694000  0x00004000  *
0x14A3698000  0x00077000  +
0x14A370F000  0x00009000  *
0x14A3718000  0x000FD000  +
0x14A3815000  0x00003000  *
0x14A3818000  0x00078000  +
0x14A3890000  0x00008000  *
0x14A3898000  0x00072000  +
0x14A390A000  0x0000E000  *
0x14A3918000  0x0006D000  +
0x14A3985000  0x00003000  *
0x14A3988000  0x00077000  +
0x14A39FF000  0x00009000  *
0x14A3A08000  0x00072000  +
0x14A3A7A000  0x0000E000  *
0x14A3A88000  0x0006C000  +
0x14A3AF4000  0x00004000  *
0x14A3AF8000  0x00077000  +
0x14A3B6F000  0x00009000  *
0x14A3B78000  0x000FD000  +
0x14A3C75000  0x00003000  *
0x14A3C78000  0x00078000  +
0x14A3CF0000  0x00008000  *
0x14A3CF8000  0x00072000  +
0x14A3D6A000  0x0000E000  *
0x14A3D78000  0x0006D000  +
0x14A3DE5000  0x00003000  *
0x14A3DE8000  0x00077000  +
0x14A3E5F000  0x00009000  *
0x14A3E68000  0x00072000  +
0x14A3EDA000  0x0000E000  *
0x14A3EE8000  0x0006C000  +
0x14A3F54000  0x00004000  *
0x14A3F58000  0x00077000  +
0x14A3FCF000  0x00009000  *
0x14A3FD8000  0x000FD000  +
0x14A40D5000  0x00003000  *
0x14A40D8000  0x00078000  +
0x14A4150000  0x00008000  *
0x14A4158000  0x00072000  +
0x14A41CA000  0x0000E000  *
0x14A41D8000  0x0006D000  +
0x14A4245000  0x00003000  *
0x14A4248000  0x00077000  +
0x14A42BF000  0x00009000  *
0x14A42C8000  0x00072000  +
0x14A433A000  0x0000E000  *
0x14A4348000  0x0006C000  +
0x14A43B4000  0x00004000  *
0x14A43B8000  0x00077000  +
0x14A442F000  0x00009000  *
0x14A4438000  0x000FD000  +
0x14A4535000  0x00003000  *
0x14A4538000  0x00078000  +
0x14A45B0000  0x00008000  *
0x14A45B8000  0x00072000  +
0x14A462A000  0x0000E000  *
0x14A4638000  0x0006D000  +
0x14A46A5000  0x00003000  *
0x14A46A8000  0x00077000  +
0x14A471F000  0x00009000  *
0x14A4728000  0x00072000  +
0x14A479A000  0x0000E000  *
0x14A47A8000  0x0006C000  +
0x14A4814000  0x00004000  *
0x14A4818000  0x00077000  +
0x14A488F000  0x00009000  *
0x14A4898000  0x000FD000  +
0x14A4995000  0x00003000  *
0x14A4998000  0x00078000  +
0x14A4A10000  0x00008000  *
0x14A4A18000  0x00072000  +
0x14A4A8A000  0x0000E000  *
0x14A4A98000  0x0006D000  +
0x14A4B05000  0x00003000  *
0x14A4B08000  0x00077000  +
0x14A4B7F000  0x00009000  *
0x14A4B88000  0x00072000  +
0x14A4BFA000  0x0000E000  *
0x14A4C08000  0x001ED000  +
0x14A4DF5000  0x00003000  *
0x14A4DF8000  0x00078000  +
0x14A4E70000  0x00008000  *
0x14A4E78000  0x00072000  +
0x14A4EEA000  0x0000E000  *
0x14A4EF8000  0x0006D000  +
0x14A4F65000  0x00003000  *
0x14A4F68000  0x00077000  +
0x14A4FDF000  0x00009000  *
0x14A4FE8000  0x00072000  +
0x14A505A000  0x0000E000  *
0x14A5068000  0x0006C000  +
0x14A50D4000  0x00004000  *
0x14A50D8000  0x00077000  +
0x14A514F000  0x00009000  *
0x14A5158000  0x000FD000  +
0x14A5255000  0x00003000  *
0x14A5258000  0x00078000  +
0x14A52D0000  0x00008000  *
0x14A52D8000  0x00072000  +
0x14A534A000  0x0000E000  *
0x14A5358000  0x0006D000  +
0x14A53C5000  0x00003000  *
0x14A53C8000  0x00077000  +
0x14A543F000  0x00009000  *
0x14A5448000  0x00072000  +
0x14A54BA000  0x0000E000  *
0x14A54C8000  0x0006C000  +
0x14A5534000  0x00004000  *
0x14A5538000  0x090CD000  +
0x14AE605000  0x00003000  *
0x14AE608000  0x00103000  +
0x14AE70B000  0x0000D000  *
0x14AE718000  0x0006E000  +
0x14AE786000  0x00002000  *
0x14AE788000  0x00078000  +
0x14AE800000  0x00008000  *
0x14AE808000  0x00073000  +
0x14AE87B000  0x0000D000  *
0x14AE888000  0x0006D000  +
0x14AE8F5000  0x00003000  *
0x14AE8F8000  0x00078000  +
0x14AE970000  0x00008000  *
0x14AE978000  0x00072000  +
0x14AE9EA000  0x0000E000  *
0x14AE9F8000  0x0006D000  +
0x14AEA65000  0x00003000  *
0x14AEA68000  0x00103000  +
0x14AEB6B000  0x0000D000  *
0x14AEB78000  0x0006E000  +
0x14AEBE6000  0x00002000  *
0x14AEBE8000  0x00078000  +
0x14AEC60000  0x00008000  *
0x14AEC68000  0x00073000  +
0x14AECDB000  0x0000D000  *
0x14AECE8000  0x0006D000  +
0x14AED55000  0x00003000  *
0x14AED58000  0x00078000  +
0x14AEDD0000  0x00008000  *
0x14AEDD8000  0x00072000  +
0x14AEE4A000  0x0000E000  *
0x14AEE58000  0x0006D000  +
0x14AEEC5000  0x00003000  *
0x14AEEC8000  0x00103000  +
0x14AEFCB000  0x0000D000  *
0x14AEFD8000  0x0006E000  +
0x14AF046000  0x00002000  *
0x14AF048000  0x00078000  +
0x14AF0C0000  0x00008000  *
0x14AF0C8000  0x00073000  +
0x14AF13B000  0x0000D000  *
0x14AF148000  0x0006D000  +
0x14AF1B5000  0x00003000  *
0x14AF1B8000  0x00078000  +
0x14AF230000  0x00008000  *
0x14AF238000  0x00072000  +
0x14AF2AA000  0x0000E000  *
0x14AF2B8000  0x0006D000  +
0x14AF325000  0x00003000  *
0x14AF328000  0x00103000  +
0x14AF42B000  0x0000D000  *
0x14AF438000  0x0006E000  +
0x14AF4A6000  0x00002000  *
0x14AF4A8000  0x00078000  +
0x14AF520000  0x00008000  *
0x14AF528000  0x00073000  +
0x14AF59B000  0x0000D000  *
0x14AF5A8000  0x0006D000  +
0x14AF615000  0x00003000  *
0x14AF618000  0x00078000  +
0x14AF690000  0x00008000  *
0x14AF698000  0x00072000  +
0x14AF70A000  0x0000E000  *
0x14AF718000  0x0006D000  +
0x14AF785000  0x00003000  *
0x14AF788000  0x00103000  +
0x14AF88B000  0x0000D000  *
0x14AF898000  0x0006E000  +
0x14AF906000  0x00002000  *
0x14AF908000  0x000F3000  +
0x14AF9FB000  0x0000D000  *
0x14AFA08000  0x0006D000  +
0x14AFA75000  0x00003000  *
0x14AFA78000  0x00078000  +
0x14AFAF0000  0x00008000  *
0x14AFAF8000  0x00072000  +
0x14AFB6A000  0x0000E000  *
0x14AFB78000  0x0006D000  +
0x14AFBE5000  0x00003000  *
0x14AFBE8000  0x00103000  +
0x14AFCEB000  0x0000D000  *
0x14AFCF8000  0x0006E000  +
0x14AFD66000  0x00002000  *
0x14AFD68000  0x00078000  +
0x14AFDE0000  0x00008000  *
0x14AFDE8000  0x00073000  +
0x14AFE5B000  0x0000D000  *
0x14AFE68000  0x0006D000  +
0x14AFED5000  0x00003000  *
0x14AFED8000  0x00078000  +
0x14AFF50000  0x00008000  *
0x14AFF58000  0x00072000  +
0x14AFFCA000  0x0000E000  *
0x14AFFD8000  0x0006D000  +
0x14B0045000  0x00003000  *
0x14B0048000  0x00103000  +
0x14B014B000  0x0000D000  *
0x14B0158000  0x0006E000  +
0x14B01C6000  0x00002000  *
0x14B01C8000  0x00078000  +
0x14B0240000  0x00008000  *
0x14B0248000  0x00073000  +
0x14B02BB000  0x0000D000  *
0x14B02C8000  0x0006D000  +
0x14B0335000  0x00003000  *
0x14B0338000  0x00078000  +
0x14B03B0000  0x00008000  *
0x14B03B8000  0x00072000  +
0x14B042A000  0x0000E000  *
0x14B0438000  0x0006D000  +
0x14B04A5000  0x00003000  *
0x14B04A8000  0x00103000  +
0x14B05AB000  0x0000D000  *
0x14B05B8000  0x0006E000  +
0x14B0626000  0x00002000  *
0x14B0628000  0x00078000  +
0x14B06A0000  0x00008000  *
0x14B06A8000  0x00073000  +
0x14B071B000  0x0000D000  *
0x14B0728000  0x0006D000  +
0x14B0795000  0x00003000  *
0x14B0798000  0x00078000  +
0x14B0810000  0x00008000  *
0x14B0818000  0x00072000  +
0x14B088A000  0x0000E000  *
0x14B0898000  0x0006D000  +
0x14B0905000  0x00003000  *
0x14B0908000  0x0017E000  +
0x14B0A86000  0x00002000  *
0x14B0A88000  0x00078000  +
0x14B0B00000  0x00008000  *
0x14B0B08000  0x00073000  +
0x14B0B7B000  0x0000D000  *
0x14B0B88000  0x0006D000  +
0x14B0BF5000  0x00003000  *
0x14B0BF8000  0x00078000  +
0x14B0C70000  0x00008000  *
0x14B0C78000  0x00072000  +
0x14B0CEA000  0x0000E000  *
0x14B0CF8000  0x0006D000  +
0x14B0D65000  0x00003000  *
0x14B0D68000  0x00103000  +
0x14B0E6B000  0x0000D000  *
0x14B0E78000  0x0006E000  +
0x14B0EE6000  0x00002000  *
0x14B0EE8000  0x00078000  +
0x14B0F60000  0x00008000  *
0x14B0F68000  0x00073000  +
0x14B0FDB000  0x0000D000  *
0x14B0FE8000  0x0006D000  +
0x14B1055000  0x00003000  *
0x14B1058000  0x00078000  +
0x14B10D0000  0x00008000  *
0x14B10D8000  0x00072000  +
0x14B114A000  0x0000E000  *
0x14B1158000  0x0006D000  +
0x14B11C5000  0x00003000  *
0x14B11C8000  0x00103000  +
0x14B12CB000  0x0000D000  *
0x14B12D8000  0x0006E000  +
0x14B1346000  0x00002000  *
0x14B1348000  0x00078000  +
0x14B13C0000  0x00008000  *
0x14B13C8000  0x00073000  +
0x14B143B000  0x0000D000  *
0x14B1448000  0x0006D000  +
0x14B14B5000  0x00003000  *
0x14B14B8000  0x00078000  +
0x14B1530000  0x00008000  *
0x14B1538000  0x00072000  +
0x14B15AA000  0x0000E000  *
0x14B15B8000  0x050C9000  +
0x14B6681000  0x00007000  *
0x14B6688000  0x00074000  +
0x14B66FC000  0x0000C000  *
0x14B6708000  0x0006E000  +
0x14B6776000  0x00002000  *
0x14B6778000  0x00079000  +
0x14B67F1000  0x00007000  *
0x14B67F8000  0x00073000  +
0x14B686B000  0x0000D000  *
0x14B6878000  0x0006E000  +
0x14B68E6000  0x00002000  *
0x14B68E8000  0x03E1F000  +
0x14BA707000  0x00001000  *
0x14BA708000  0x00079000  +
0x14BA781000  0x00007000  *
0x14BA788000  0x00074000  +
0x14BA7FC000  0x0000C000  *
0x14BA808000  0x0006E000  +
0x14BA876000  0x00002000  *
0x14BA878000  0x00079000  +
0x14BA8F1000  0x00007000  *
0x14BA8F8000  0x00073000  +
0x14BA96B000  0x0000D000  *
0x14BA978000  0x0006E000  +
0x14BA9E6000  0x00002000  *
0x14BA9E8000  0x00078000  +
0x14BAA60000  0x00008000  *
0x14BAA68000  0x000FF000  +
0x14BAB67000  0x00001000  *
0x14BAB68000  0x00079000  +
0x14BABE1000  0x00007000  *
0x14BABE8000  0x00074000  +
0x14BAC5C000  0x0000C000  *
0x14BAC68000  0x0006E000  +
0x14BACD6000  0x00002000  *
0x14BACD8000  0x00079000  +
0x14BAD51000  0x00007000  *
0x14BAD58000  0x00073000  +
0x14BADCB000  0x0000D000  *
0x14BADD8000  0x0006E000  +
0x14BAE46000  0x00002000  *
0x14BAE48000  0x00078000  +
0x14BAEC0000  0x00008000  *
0x14BAEC8000  0x000FF000  +
0x14BAFC7000  0x00001000  *
0x14BAFC8000  0x00079000  +
0x14BB041000  0x00007000  *
0x14BB048000  0x00074000  +
0x14BB0BC000  0x0000C000  *
0x14BB0C8000  0x0006E000  +
0x14BB136000  0x00002000  *
0x14BB138000  0x00079000  +
0x14BB1B1000  0x00007000  *
0x14BB1B8000  0x00073000  +
0x14BB22B000  0x0000D000  *
0x14BB238000  0x0006E000  +
0x14BB2A6000  0x00002000  *
0x14BB2A8000  0x39408400  ?
0x14F46B0400  0x00018C00  +
0x14F46C9000  0x00007000  *
0x14F46D0000  0x00024000  +
0x14F46F4000  0x0000C000  *
0x14F4700000  0x00043000  +
0x14F4743000  0x0000D000  *
0x14F4750000  0x772B9800  ?
0x156BA09800  0x02A69800  +
0x156E473000  0x00006800  *
0x156E479800  0x00070800  +
0x156E4EA000  0x0000F800  *
0x156E4F9800  0x00068800  +
0x156E562000  0x00007800  *
0x156E569800  0x0006F800  +
0x156E5D9000  0x00000800  *
0x156E5D9800  0x00000800  -
0x156E5DA000  0x00010000  *
0x156E5EA000  0x00066000  +
0x156E650000  0x0000A000  *
0x156E65A000  0x0006E000  +
0x156E6C8000  0x00002000  *
0x156E6CA000  0x000FE000  +
0x156E7C8000  0x00002000  *
0x156E7CA000  0x00075000  +
0x156E83F000  0x0000B000  *
0x156E84A000  0x0006D000  +
0x156E8B7000  0x00003000  *
0x156E8BA000  0x00074000  +
0x156E92E000  0x0000C000  *
0x156E93A000  0x0006C000  +
0x156E9A6000  0x00004000  *
0x156E9AA000  0x00073000  +
0x156EA1D000  0x0000D000  *
0x156EA2A000  0x0006A000  +
0x156EA94000  0x00006000  *
0x156EA9A000  0x00072000  +
0x156EB0C000  0x0000E000  *
0x156EB1A000  0x000F2000  +
0x156EC0C000  0x0000E000  *
0x156EC1A000  0x00069000  +
0x156EC83000  0x00007000  *
0x156EC8A000  0x00071000  +
0x156ECFB000  0x0000F000  *
0x156ED0A000  0x00068000  +
0x156ED72000  0x00008000  *
0x156ED7A000  0x00070000  +
0x156EDEA000  0x00010000  *
0x156EDFA000  0x00067000  +
0x156EE61000  0x00009000  *
0x156EE6A000  0x0006E000  +
0x156EED8000  0x00002000  *
0x156EEDA000  0x00072000  +
0x156EF4C000  0x0000E000  *
0x156EF5A000  0x000F6000  +
0x156F050000  0x0000A000  *
0x156F05A000  0x00069000  +
0x156F0C3000  0x00007000  *
0x156F0CA000  0x00075000  +
0x156F13F000  0x0000B000  *
0x156F14A000  0x00068000  +
0x156F1B2000  0x00008000  *
0x156F1BA000  0x00074000  +
0x156F22E000  0x0000C000  *
0x156F23A000  0x00067000  +
0x156F2A1000  0x00009000  *
0x156F2AA000  0x0006E000  +
0x156F318000  0x00002000  *
0x156F31A000  0x00002000  +
0x156F31C000  0x00000800  -
0x156F31C800  0x0000E000  *
0x156F32A800  0x00065800  +
0x156F390000  0x0000A800  *
0x156F39A800  0x000F4800  +
0x156F48F000  0x0000B800  *
0x156F49A800  0x0006C800  +
0x156F507000  0x00003800  *
0x156F50A800  0x00000800  +
0x156F50B000  0x00000800  -
0x156F50B800  0x0000F800  *
0x156F51B000  0x73847C00  ?
0x15E2D62C00  0x0021C400  +
0x15E2F7F000  0x00003800  *
0x15E2F82800  0x00073800  +
0x15E2FF6000  0x0000C800  *
0x15E3002800  0x004AF800  +
0x15E34B2000  0x00000800  *
0x15E34B2800  0x00000800  -
0x15E34B3000  0x00010000  *
0x15E34C3000  0x000EF000  +
0x15E35B2000  0x00001000  *
0x15E35B3000  0x3B15C600  ?
0x161E70F600  0x0006EA00  +
0x161E77E000  0x00001000  *
0x161E77F000  0x000EE000  +
0x161E86D000  0x00002000  *
0x161E86F000  0x00264000  +
0x161EAD3000  0x0000C000  *
0x161EADF000  0x000E3000  +
0x161EBC2000  0x0000D000  *
0x161EBCF000  0x00159000  +
0x161ED28000  0x00007000  *
0x161ED2F000  0x00071000  +
0x161EDA0000  0x0000F000  *
0x161EDAF000  0x004A5000  +
0x161F254000  0x0000B000  *
0x161F25F000  0x000F5000  +
0x161F354000  0x0000B000  *
0x161F35F000  0x051A8000  +
0x1624507000  0x00008000  *
0x162450F000  0x00070000  +
0x162457F000  0x00010000  *
0x162458F000  0x000F0000  +
0x162467F000  0x00010000  *
0x162468F000  0x00067000  +
0x16246F6000  0x00009000  *
0x16246FF000  0x0006F000  +
0x162476E000  0x00001000  *
0x162476F000  0x00076000  +
0x16247E5000  0x0000A000  *
0x16247EF000  0x0006E000  +
0x162485D000  0x00002000  *
0x162485F000  0x00075000  +
0x16248D4000  0x0000B000  *
0x16248DF000  0x0006C000  +
0x162494B000  0x00004000  *
0x162494F000  0x00074000  +
0x16249C3000  0x0000C000  *
0x16249CF000  0x000F4000  +
0x1624AC3000  0x0000C000  *
0x1624ACF000  0x0006B000  +
0x1624B3A000  0x00005000  *
0x1624B3F000  0x3557D000  ?
0x165A0BC000  0x01CF4000  +
0x165BDB0000  0x0000C000  *
0x165BDBC000  0x000E3000  +
0x165BE9F000  0x0000D000  *
0x165BEAC000  0x000E2000  +
0x165BF8E000  0x0000E000  *
0x165BF9C000  0x000E0000  +
0x165C07C000  0x00010000  *
0x165C08C000  0x04471000  +
0x16604FD000  0x0000F000  *
0x166050C000  0x000E0000  +
0x16605EC000  0x00010000  *
0x16605FC000  0x000DF000  +
0x16606DB000  0x00001000  *
0x16606DC000  0x00177000  +
0x1660853000  0x00009000  *
0x166085C000  0x000E5000  +
0x1660941000  0x0000B000  *
0x166094C000  0x000E4000  +
0x1660A30000  0x0000C000  *
0x1660A3C000  0x000E3000  +
0x1660B1F000  0x0000D000  *
0x1660B2C000  0x0016B000  +
0x1660C97000  0x00005000  *
0x1660C9C000  0x000E9000  +
0x1660D85000  0x00007000  *
0x1660D8C000  0x000E8000  +
0x1660E74000  0x00008000  *
0x1660E7C000  0x000E7000  +
0x1660F63000  0x00009000  *
0x1660F6C000  0x0016F000  +
0x16610DB000  0x00001000  *
0x16610DC000  0x000ED000  +
0x16611C9000  0x00003000  *
0x16611CC000  0x000EC000  +
0x16612B8000  0x00004000  *
0x16612BC000  0x000EB000  +
0x16613A7000  0x00005000  *
0x16613AC000  0x00173000  +
0x166151F000  0x0000D000  *
0x166152C000  0x000E1000  +
0x166160D000  0x0000F000  *
0x166161C000  0x000E0000  +
0x16616FC000  0x00010000  *
0x166170C000  0x000DF000  +
0x16617EB000  0x00001000  *
0x16617EC000  0x00177000  +
0x1661963000  0x00009000  *
0x166196C000  0x000E5000  +
0x1661A51000  0x0000B000  *
0x1661A5C000  0x05EFA000  +
0x1667956000  0x00006000  *
0x166795C000  0x000E9000  +
0x1667A45000  0x00007000  *
0x1667A4C000  0x000E8000  +
0x1667B34000  0x00008000  *
0x1667B3C000  0x0016F000  +
0x1667CAB000  0x00001000  *
0x1667CAC000  0x001DD000  +
0x1667E89000  0x00003000  *
0x1667E8C000  0x000EC000  +
0x1667F78000  0x00004000  *
0x1667F7C000  0x00173000  +
0x16680EF000  0x0000D000  *
0x16680FC000  0x000E2000  +
0x16681DE000  0x0000E000  *
0x16681EC000  0x000E1000  +
0x16682CD000  0x0000F000  *
0x16682DC000  0x000E0000  +
0x16683BC000  0x00010000  *
0x16683CC000  0x00167000  +
0x1668533000  0x00009000  *
0x166853C000  0x002C4000  +
0x1668800000  0x0000C000  *
0x166880C000  0x0016B000  +
0x1668977000  0x00005000  *
0x166897C000  0x01C60000  +
0x166A5DC000  0x00010000  *
0x166A5EC000  0x00167000  +
0x166A753000  0x00009000  *
0x166A75C000  0x0009F000  +
0x166A7FB000  0x00001000  *
0x166A7FC000  0x00176000  +
0x166A972000  0x0000A000  *
0x166A97C000  0x000E5000  +
0x166AA61000  0x0000B000  *
0x166AA6C000  0x000E4000  +
0x166AB50000  0x0000C000  *
0x166AB5C000  0x000E3000  +
0x166AC3F000  0x0000D000  *
0x166AC4C000  0x0016A000  +
0x166ADB6000  0x00006000  *
0x166ADBC000  0x000E9000  +
0x166AEA5000  0x00007000  *
0x166AEAC000  0x000E8000  +
0x166AF94000  0x00008000  *
0x166AF9C000  0x000E7000  +
0x166B083000  0x00009000  *
0x166B08C000  0x0016E000  +
0x166B1FA000  0x00002000  *
0x166B1FC000  0x000ED000  +
0x166B2E9000  0x00003000  *
0x166B2EC000  0x000EC000  +
0x166B3D8000  0x00004000  *
0x166B3DC000  0x000EB000  +
0x166B4C7000  0x00005000  *
0x166B4CC000  0x00172000  +
0x166B63E000  0x0000E000  *
0x166B64C000  0x000E1000  +
0x166B72D000  0x0000F000  *
0x166B73C000  0x000E0000  +
0x166B81C000  0x00010000  *
0x166B82C000  0x000DF000  +
0x166B90B000  0x00001000  *
0x166B90C000  0x00176000  +
0x166BA82000  0x0000A000  *
0x166BA8C000  0x000E5000  +
0x166BB71000  0x0000B000  *
0x166BB7C000  0x000E4000  +
0x166BC60000  0x0000C000  *
0x166BC6C000  0x024ED000  +
0x166E159000  0x00003000  *
0x166E15C000  0x000EC000  +
0x166E248000  0x00004000  *
0x166E24C000  0x00073000  +
0x166E2BF000  0x0000D000  *
0x166E2CC000  0x0006A000  +
0x166E336000  0x00006000  *
0x166E33C000  0x00072000  +
0x166E3AE000  0x0000E000  *
0x166E3BC000  0x00069000  +
0x166E425000  0x00007000  *
0x166E42C000  0x000F9000  +
0x166E525000  0x00007000  *
0x166E52C000  0x00071000  +
0x166E59D000  0x0000F000  *
0x166E5AC000  0x00068000  +
0x166E614000  0x00008000  *
0x166E61C000  0x00070000  +
0x166E68C000  0x00010000  *
0x166E69C000  0x00067000  +
0x166E703000  0x00009000  *
0x166E70C000  0x0006E000  +
0x166E77A000  0x00002000  *
0x166E77C000  0x00076000  +
0x166E7F2000  0x0000A000  *
0x166E7FC000  0x0006D000  +
0x166E869000  0x00003000  *
0x166E86C000  0x000FD000  +
0x166E969000  0x00003000  *
0x166E96C000  0x00075000  +
0x166E9E1000  0x0000B000  *
0x166E9EC000  0x0006C000  +
0x166EA58000  0x00004000  *
0x166EA5C000  0x0246E000  +
0x1670ECA000  0x00002000  *
0x1670ECC000  0x00442000  +
0x167130E000  0x0000E000  *
0x167131C000  0x00169000  +
0x1671485000  0x00007000  *
0x167148C000  0x00071000  +
0x16714FD000  0x0000F000  *
0x167150C000  0x00068000  +
0x1671574000  0x00008000  *
0x167157C000  0x0006F000  +
0x16715EB000  0x00001000  *
0x16715EC000  0x00000800  -
0x16715EC800  0x00010000  *
0x16715FC800  0x00066800  +
0x1671663000  0x00009800  *
0x167166C800  0x0006D800  +
0x16716DA000  0x00002800  *
0x16716DC800  0x00075800  +
0x1671752000  0x0000A800  *
0x167175C800  0x000F5800  +
0x1671852000  0x0000A800  *
0x167185C800  0x0006C800  +
0x16718C9000  0x00003800  *
0x16718CC800  0x00074800  +
0x1671941000  0x0000B800  *
0x167194C800  0x0006B800  +
0x16719B8000  0x00004800  *
0x16719BC800  0x00072800  +
0x1671A2F000  0x0000D800  *
0x1671A3C800  0x0006A800  +
0x1671AA7000  0x00005800  *
0x1671AAC800  0x00071800  +
0x1671B1E000  0x0000E800  *
0x1671B2C800  0x00069800  +
0x1671B96000  0x00006800  *
0x1671B9C800  0x000F9800  +
0x1671C96000  0x00006800  *
0x1671C9C800  0x00070800  +
0x1671D0D000  0x0000F800  *
0x1671D1C800  0x00067800  +
0x1671D84000  0x00008800  *
0x1671D8C800  0x0006F800  +
0x1671DFC000  0x00000800  *
0x1671DFC800  0x00000800  -
0x1671DFD000  0x00010000  *
0x1671E0D000  0x00066000  +
0x1671E73000  0x0000A000  *
0x1671E7D000  0x0006E000  +
0x1671EEB000  0x00002000  *
0x1671EED000  0x01964000  +
0x1673851000  0x0000C000  *
0x167385D000  0x000A0000  +
0x16738FD000  0x2216BA00  ?
0x1695A68A00  0x0003B600  +
0x1695AA4000  0x00004800  *
0x1695AA8800  0x00003000  +
0x1695AAB800  0x3B969C00  ?
0x16D1415400  0x0047FC00  +
0x16D1895000  0x3B52CE00  ?
0x170CDC1E00  0x0005E200  +
0x170CE20000  0x00001800  *
0x170CE21800  0x00009800  +
0x170CE2B000  0x00000800  -
0x170CE2B800  0x00006800  *
0x170CE32000  0x000E8000  +
0x170CF1A000  0x00008000  *
0x170CF22000  0x00002000  +
0x170CF24000  0x00000800  -
0x170CF24800  0x0000E000  *
0x170CF32800  0x0005B800  +
0x170CF8E000  0x00004800  *
0x170CF92800  0x3B7DC000  ?
0x174876E800  0x01A47800  +
0x174A1B6000  0x00008800  *
0x174A1BE800  0x00000800  +
0x174A1BF000  0x00000800  -
0x174A1BF800  0x0000F800  *
0x174A1CF000  0x758F8C00  ?
0x17BFAC7C00  0x0031FC00  +
0x17BFDE7800  0xEE392C00  ?
0x18AE17A400  0x0106EC00  +
0x18AF1E9000  0x00001000  *
0x18AF1EA000  0x000EB000  +
0x18AF2D5000  0x00005000  *
0x18AF2DA000  0x761F9800  ?
0x19254D3800  0x0001C800  +
0x19254F0000  0x00003800  *
0x19254F3800  0x00002000  +
0x19254F5800  0x77337400  ?
0x199C82CC00  0x00028400  +
0x199C855000  0x00007800  *
0x199C85C800  0x00036800  +
0x199C893000  0x00009800  *
0x199C89C800  0x00064800  +
0x199C901000  0x0000B800  *
0x199C90C800  0x00000800  -
0x199C90D000  0x00010000  *
0x199C91D000  0x00015000  +
0x199C932000  0x00000800  -
0x199C932800  0x0000B000  *
0x199C93D800  0x00031800  +
0x199C96F000  0x0000E800  *
0x199C97D800  0x00022800  +
0x199C9A0000  0x0000D800  *
0x199C9AD800  0x0002F800  +
0x199C9DD000  0x00000800  *
0x199C9DD800  0x00000800  -
0x199C9DE000  0x00010000  *
0x199C9EE000  0x0005E000  +
0x199CA4C000  0x00002000  *
0x199CA4E000  0x00009000  +
0x199CA57000  0x00000800  -
0x199CA57800  0x00007000  *
0x199CA5E800  0x0005B800  +
0x199CABA000  0x00004800  *
0x199CABE800  0x00006800  +
0x199CAC5000  0x00000800  -
0x199CAC5800  0x00009800  *
0x199CACF000  0x00059000  +
0x199CB28000  0x00007000  *
0x199CB2F000  0x00004000  +
0x199CB33000  0x00000800  -
0x199CB33800  0x0000C000  *
0x199CB3F800  0x00029800  +
0x199CB69000  0x00006800  *
0x199CB6F800  0x00026800  +
0x199CB96000  0x00009800  *
0x199CB9F800  0x00002800  +
0x199CBA2000  0x00000800  -
0x199CBA2800  0x0000D800  *
0x199CBB0000  0x3B629600  ?
0x19D81D9600  0x00046A00  +
0x19D8220000  0x00009000  *
0x19D8229000  0x00065000  +
0x19D828E000  0x0000B000  *
0x19D8299000  0x00064000  +
0x19D82FD000  0x0000C000  *
0x19D8309000  0x000E0000  +
0x19D83E9000  0x00010000  *
0x19D83F9000  0x0005E000  +
0x19D8457000  0x00002000  *
0x19D8459000  0x129DDF800  ?
0x1B02238800  0xF6E80800  +
0x1BF90B9000  0x00002000  *
0x1BF90BB000  0x0006C000  +
0x1BF9127000  0x00004000  *
0x1BF912B000  0x01FEA000  +
0x1BFB115000  0x00006000  *
0x1BFB11B000  0x000E7000  +
0x1BFB202000  0x00009000  *
0x1BFB20B000  0x00065000  +
0x1BFB270000  0x0000B000  *
0x1BFB27B000  0x00063000  +
0x1BFB2DE000  0x0000D000  *
0x1BFB2EB000  0x00061000  +
0x1BFB34C000  0x0000F000  *
0x1BFB35B000  0x00060000  +
0x1BFB3BB000  0x00010000  *
0x1BFB3CB000  0x57F6B000  +
0x1C53336000  0x00005000  *
0x1C5333B000  0x00D25000  +
0x1C54060000  0x0000B000  *
0x1C5406B000  0x00064000  +
0x1C540CF000  0x0000C000  *
0x1C540DB000  0x00062000  +
0x1C5413D000  0x0000E000  *
0x1C5414B000  0x00060000  +
0x1C541AB000  0x00010000  *
0x1C541BB000  0x0005E000  +
0x1C54219000  0x00002000  *
0x1C5421B000  0x0006D000  +
0x1C54288000  0x00003000  *
