# Rescue Logfile. Created by GNU ddrescue version 1.14
# Command line: ddrescue --direct -i 6291519b -s 8b --try-again --retrim /dev/sda ./rescue.img ./rescue.log
# current_pos  current_status
0xC0008A00     +
#      pos        size  status
0xCEE7B000  0x00000400  -
0xCEE7B400  0x00000A00  +
0xCEE7BE00  0x00000600  -
0xCEE7C400  0x00000200  +
0xCEE7C600  0x00000200  -
0xCEE7C800  0x00000400  +
0xCEE7CC00  0x00000400  -
0xCEE7D000  0x00042E00  +
0xCEEBFE00  0x00001000  -
0xCEEC0E00  0x00003000  +
0xCEEC3E00  0x00001200  -
0xCEEC5000  0x00016000  +
0xCEEDB000  0x00000200  -
0xCEEDB200  0x00000200  +
0xCEEDB400  0x00000400  -
0xCEEDB800  0x00000600  +
0xCEEDBE00  0x00000200  -
0xCEEDC000  0x00000E00  +
0xCEEDCE00  0x00000200  -
0xCEEDD000  0x00051E00  +
0xCEF2EE00  0x00001200  -
0xCEF30000  0x0006C000  +
0xCEF9C000  0x00000400  -
0xCEF9C400  0x00000A00  +
0xCEF9CE00  0x00001200  -
0xCEF9E000  0x0000F000  +
0xCEFAD000  0x00000200  -
0xCEFAD200  0x00000C00  +
0xCEFADE00  0x00000600  -
0xCEFAE400  0x00000400  +
0xCEFAE800  0x00000200  -
0xCEFAEA00  0x00008800  +
0xCEFB7200  0x00000200  -
0xCEFB7400  0x00000A00  +
0xCEFB7E00  0x00000200  -
0xCEFB8000  0x00048000  +
0xCF000000  0x00000200  -
0xCF000200  0x00000C00  +
0xCF000E00  0x00001000  -
0xCF001E00  0x00003000  +
0xCF004E00  0x00001000  -
0xCF005E00  0x00001000  +
0xCF006E00  0x00001000  -
0xCF007E00  0x00002000  +
0xCF009E00  0x00001200  -
0xCF00B000  0x0000F000  +
0xCF01A000  0x00000200  -
0xCF01A200  0x00000C00  +
0xCF01AE00  0x00001200  -
0xCF01C000  0x00011000  +
0xCF02D000  0x00000200  -
0xCF02D200  0x00000C00  +
0xCF02DE00  0x00001000  -
0xCF02EE00  0x00018000  +
0xCF046E00  0x00001200  -
0xCF048000  0x0001E000  +
0xCF066000  0x00000400  -
0xCF066400  0x00000A00  +
0xCF066E00  0x00002200  -
0xCF069000  0x00013000  +
0xCF07C000  0x00000400  -
0xCF07C400  0x00000A00  +
0xCF07CE00  0x00002200  -
0xCF07F000  0x00062E00  +
0xCF0E1E00  0x00002000  -
0xCF0E3E00  0x00005000  +
0xCF0E8E00  0x00001000  -
0xCF0E9E00  0x00006200  +
0xCF0F0000  0x00000400  -
0xCF0F0400  0x00000A00  +
0xCF0F0E00  0x00001000  -
0xCF0F1E00  0x00002000  +
0xCF0F3E00  0x00000200  -
0xCF0F4000  0x00000200  +
0xCF0F4200  0x00000600  -
0xCF0F4800  0x00003600  +
0xCF0F7E00  0x00000400  -
0xCF0F8200  0x00000200  +
0xCF0F8400  0x00000200  -
0xCF0F8600  0x00000800  +
0xCF0F8E00  0x00000200  -
0xCF0F9000  0x000F1000  +
0xCF1EA000  0x00000400  -
0xCF1EA400  0x00000A00  +
0xCF1EAE00  0x00001200  -
0xCF1EC000  0x00129000  +
0xCF315000  0x00000400  -
0xCF315400  0x00000A00  +
0xCF315E00  0x00001000  -
0xCF316E00  0x00005000  +
0xCF31BE00  0x00001000  -
0xCF31CE00  0x00005000  +
0xCF321E00  0x00001000  -
0xCF322E00  0x00002000  +
0xCF324E00  0x0000E200  -
0xCF333000  0x01863000  +
0xD0B96000  0x00000400  -
0xD0B96400  0x00000A00  +
0xD0B96E00  0x00001200  -
0xD0B98000  0x01662000  +
0xD21FA000  0x00000400  -
0xD21FA400  0x00000A00  +
0xD21FAE00  0x00000E00  -
0xD21FBC00  0x00000200  +
0xD21FBE00  0x00000600  -
0xD21FC400  0x00000400  +
0xD21FC800  0x00000400  -
0xD21FCC00  0x00000200  +
0xD21FCE00  0x00000200  -
0xD21FD000  0x00000200  +
0xD21FD200  0x00000400  -
0xD21FD600  0x00000200  +
0xD21FD800  0x00001000  -
0xD21FE800  0x00000200  +
0xD21FEA00  0x00000200  -
0xD21FEC00  0x00000200  +
0xD21FEE00  0x00000800  -
0xD21FF600  0x00000400  +
0xD21FFA00  0x00000400  -
0xD21FFE00  0x00000200  +
0xD2200000  0x00000400  -
0xD2200400  0x00001000  +
0xD2201400  0x00000200  -
0xD2201600  0x00000A00  +
0xD2202000  0x00000200  -
0xD2202200  0x00001000  +
0xD2203200  0x00000800  -
0xD2203A00  0x00000200  +
0xD2203C00  0x00000200  -
0xD2203E00  0x00001800  +
0xD2205600  0x00000200  -
0xD2205800  0x00000400  +
0xD2205C00  0x00000200  -
0xD2205E00  0x00000400  +
0xD2206200  0x00000200  -
0xD2206400  0x00000200  +
0xD2206600  0x00000200  -
0xD2206800  0x00000400  +
0xD2206C00  0x00000200  -
0xD2206E00  0x00000800  +
0xD2207600  0x00000200  -
0xD2207800  0x00000200  +
0xD2207A00  0x00000400  -
0xD2207E00  0x00000A00  +
0xD2208800  0x00000400  -
0xD2208C00  0x00000600  +
0xD2209200  0x00000800  -
0xD2209A00  0x00000400  +
0xD2209E00  0x00000200  -
0xD220A000  0x00000200  +
0xD220A200  0x00000400  -
0xD220A600  0x00000200  +
0xD220A800  0x00000200  -
0xD220AA00  0x00000200  +
0xD220AC00  0x00000200  -
0xD220AE00  0x00000600  +
0xD220B400  0x00000400  -
0xD220B800  0x00000400  +
0xD220BC00  0x00000400  -
0xD220C000  0x84131000  +
0x15633D000  0x00000400  -
0x15633D400  0x00000A00  +
0x15633DE00  0x00018200  -
0x156356000  0x1052D000  +
0x166883000  0x00000400  -
0x166883400  0x00000600  +
0x166883A00  0x00000200  -
0x166883C00  0x00000200  +
0x166883E00  0x00000200  -
0x166884000  0x000A7E00  +
0x16692BE00  0x00000200  -
0x16692C000  0x07A2DE00  +
0x16E359E00  0x00004600  -
0x16E35E400  0x00000200  +
0x16E35E600  0x00000E00  -
0x16E35F400  0x00000200  +
0x16E35F600  0x00000200  -
0x16E35F800  0x00000200  +
0x16E35FA00  0x00001E00  -
0x16E361800  0x00000600  +
0x16E361E00  0x00000600  -
0x16E362400  0x00000200  +
0x16E362600  0x00000200  -
0x16E362800  0x00000200  +
0x16E362A00  0x00000400  -
0x16E362E00  0x00000200  +
0x16E363000  0x00000200  -
0x16E363200  0x00000200  +
0x16E363400  0x00000600  -
0x16E363A00  0x00000200  +
0x16E363C00  0x00000400  -
0x16E364000  0x00000600  +
0x16E364600  0x00000600  -
0x16E364C00  0x00000200  +
0x16E364E00  0x00000600  -
0x16E365400  0x00000600  +
0x16E365A00  0x00000200  -
0x16E365C00  0x00000200  +
0x16E365E00  0x00000400  -
0x16E366200  0x00000200  +
0x16E366400  0x00000600  -
0x16E366A00  0x00000600  +
0x16E367000  0x00000400  -
0x16E367400  0x00000600  +
0x16E367A00  0x00000400  -
0x16E367E00  0x00000200  +
0x16E368000  0x00000200  -
0x16E368200  0x00000200  +
0x16E368400  0x00000400  -
0x16E368800  0x00000200  +
0x16E368A00  0x00000200  -
0x16E368C00  0x00000200  +
0x16E368E00  0x00000400  -
0x16E369200  0x00000200  +
0x16E369400  0x00000200  -
0x16E369600  0x00000400  +
0x16E369A00  0x00000800  -
0x16E36A200  0x00000C00  +
0x16E36AE00  0x00000200  -
0x16E36B000  0x00000800  +
0x16E36B800  0x00000200  -
0x16E36BA00  0x00000600  +
0x16E36C000  0x00000200  -
0x16E36C200  0x00000600  +
0x16E36C800  0x00000200  -
0x16E36CA00  0x00000200  +
0x16E36CC00  0x00000200  -
0x16E36CE00  0x00000200  +
0x16E36D000  0x00000C00  -
0x16E36DC00  0x00000400  +
0x16E36E000  0x00001C00  -
0x16E36FC00  0x00000400  +
0x16E370000  0x00000200  -
0x16E370200  0x00000200  +
0x16E370400  0x00000400  -
0x16E370800  0x00000200  +
0x16E370A00  0x00000400  -
0x16E370E00  0x00000400  +
0x16E371200  0x00000800  -
0x16E371A00  0x00000200  +
0x16E371C00  0x00000600  -
0x16E372200  0x00000400  +
0x16E372600  0x00000800  -
0x16E372E00  0x00000200  +
0x16E373000  0x00001600  -
0x16E374600  0x00000200  +
0x16E374800  0x00000400  -
0x16E374C00  0x00000200  +
0x16E374E00  0x00000400  -
0x16E375200  0x00000600  +
0x16E375800  0x00000A00  -
0x16E376200  0x00000400  +
0x16E376600  0x00000200  -
0x16E376800  0x00000200  +
0x16E376A00  0x00000400  -
0x16E376E00  0x00000200  +
0x16E377000  0x00000E00  -
0x16E377E00  0x00000200  +
0x16E378000  0x00000200  -
0x16E378200  0x00000200  +
0x16E378400  0x00000200  -
0x16E378600  0x00000A00  +
0x16E379000  0x00000400  -
0x16E379400  0x00000A00  +
0x16E379E00  0x00000200  -
0x16E37A000  0x00000800  +
0x16E37A800  0x00000200  -
0x16E37AA00  0x00002400  +
0x16E37CE00  0x00000200  -
0x16E37D000  0x00000400  +
0x16E37D400  0x00000200  -
0x16E37D600  0x00000800  +
0x16E37DE00  0x00000600  -
0x16E37E400  0x00000400  +
0x16E37E800  0x00000400  -
0x16E37EC00  0x00000600  +
0x16E37F200  0x00000400  -
0x16E37F600  0x00000600  +
0x16E37FC00  0x00000400  -
0x16E380000  0x00000200  +
0x16E380200  0x00000400  -
0x16E380600  0x00000200  +
0x16E380800  0x00000200  -
0x16E380A00  0x00001800  +
0x16E382200  0x00000400  -
0x16E382600  0x00000400  +
0x16E382A00  0x00000200  -
0x16E382C00  0x00006A00  +
0x16E389600  0x00000200  -
0x16E389800  0x00000200  +
0x16E389A00  0x00000200  -
0x16E389C00  0x00000200  +
0x16E389E00  0x00000200  -
0x16E38A000  0x00010600  +
0x16E39A600  0x00000200  -
0x16E39A800  0x00000600  +
0x16E39AE00  0x00000200  -
0x16E39B000  0x00015C00  +
0x16E3B0C00  0x00000200  -
0x16E3B0E00  0x00000A00  +
0x16E3B1800  0x00000400  -
0x16E3B1C00  0x00000600  +
0x16E3B2200  0x00000200  -
0x16E3B2400  0x00001000  +
0x16E3B3400  0x00000400  -
0x16E3B3800  0x00000400  +
0x16E3B3C00  0x00000600  -
0x16E3B4200  0x00002A00  +
0x16E3B6C00  0x00000400  -
0x16E3B7000  0x00001000  +
0x16E3B8000  0x00000200  -
0x16E3B8200  0x00000400  +
0x16E3B8600  0x00000200  -
0x16E3B8800  0x00000A00  +
0x16E3B9200  0x00000200  -
0x16E3B9400  0x00000A00  +
0x16E3B9E00  0x00000400  -
0x16E3BA200  0x00000200  +
0x16E3BA400  0x00000200  -
0x16E3BA600  0x00000200  +
0x16E3BA800  0x00000200  -
0x16E3BAA00  0x00000400  +
0x16E3BAE00  0x00000600  -
0x16E3BB400  0x00005800  +
0x16E3C0C00  0x00000200  -
0x16E3C0E00  0x00004000  +
0x16E3C4E00  0x00000200  -
0x16E3C5000  0x00004000  +
0x16E3C9000  0x00000200  -
0x16E3C9200  0x00000200  +
0x16E3C9400  0x00000200  -
0x16E3C9600  0x00000200  +
0x16E3C9800  0x00000200  -
0x16E3C9A00  0x00000800  +
0x16E3CA200  0x00000200  -
0x16E3CA400  0x00000A00  +
0x16E3CAE00  0x00000200  -
0x16E3CB000  0x00000A00  +
0x16E3CBA00  0x00000200  -
0x16E3CBC00  0x00001000  +
0x16E3CCC00  0x00000200  -
0x16E3CCE00  0x00000800  +
0x16E3CD600  0x00000200  -
0x16E3CD800  0x00000400  +
0x16E3CDC00  0x00000200  -
0x16E3CDE00  0x00000400  +
0x16E3CE200  0x00000200  -
0x16E3CE400  0x00000A00  +
0x16E3CEE00  0x00000600  -
0x16E3CF400  0x00000400  +
0x16E3CF800  0x00000200  -
0x16E3CFA00  0x00002C00  +
0x16E3D2600  0x00000200  -
0x16E3D2800  0x00002A00  +
0x16E3D5200  0x00000200  -
0x16E3D5400  0x00000200  +
0x16E3D5600  0x00000200  -
0x16E3D5800  0x00001600  +
0x16E3D6E00  0x00000400  -
0x16E3D7200  0x00000200  +
0x16E3D7400  0x00000400  -
0x16E3D7800  0x00000800  +
0x16E3D8000  0x00000200  -
0x16E3D8200  0x00000C00  +
0x16E3D8E00  0x00000200  -
0x16E3D9000  0x00000800  +
0x16E3D9800  0x00000200  -
0x16E3D9A00  0x00000400  +
0x16E3D9E00  0x00000200  -
0x16E3DA000  0x53097000  +
0x1C1471000  0x00000400  -
0x1C1471400  0x00000A00  +
0x1C1471E00  0x00000200  -
0x1C1472000  0x00000200  +
0x1C1472200  0x00000200  -
0x1C1472400  0x00000200  +
0x1C1472600  0x00000200  -
0x1C1472800  0x0000EA00  +
0x1C1481200  0x00000400  -
0x1C1481600  0x00000800  +
0x1C1481E00  0x00000C00  -
0x1C1482A00  0x00001800  +
0x1C1484200  0x00000200  -
0x1C1484400  0x00002A00  +
0x1C1486E00  0x00000200  -
0x1C1487000  0x00001200  +
0x1C1488200  0x00000200  -
0x1C1488400  0x00000C00  +
0x1C1489000  0x00000400  -
0x1C1489400  0x00000200  +
0x1C1489600  0x00000C00  -
0x1C148A200  0x00000200  +
0x1C148A400  0x00000400  -
0x1C148A800  0x00000600  +
0x1C148AE00  0x00000200  -
0x1C148B000  0x00000800  +
0x1C148B800  0x00000200  -
0x1C148BA00  0x00000A00  +
0x1C148C400  0x00000200  -
0x1C148C600  0x00000400  +
0x1C148CA00  0x00000200  -
0x1C148CC00  0x00000400  +
0x1C148D000  0x00000200  -
0x1C148D200  0x00000200  +
0x1C148D400  0x00000200  -
0x1C148D600  0x00000A00  +
0x1C148E000  0x00000200  -
0x1C148E200  0x00000200  +
0x1C148E400  0x00000200  -
0x1C148E600  0x00000400  +
0x1C148EA00  0x00000200  -
0x1C148EC00  0x00000800  +
0x1C148F400  0x00000200  -
0x1C148F600  0x00000A00  +
0x1C1490000  0x00000200  -
0x1C1490200  0x00001000  +
0x1C1491200  0x00000600  -
0x1C1491800  0x00000400  +
0x1C1491C00  0x00008000  -
0x1C1499C00  0x00000200  +
0x1C1499E00  0x00001000  -
0x1C149AE00  0x00000200  +
0x1C149B000  0x00000A00  -
0x1C149BA00  0x00000200  +
0x1C149BC00  0x00010000  -
0x1C14ABC00  0x00000200  +
0x1C14ABE00  0x00000400  -
0x1C14AC200  0x00000400  +
0x1C14AC600  0x00000600  -
0x1C14ACC00  0x00000600  +
0x1C14AD200  0x00000200  -
0x1C14AD400  0x00000200  +
0x1C14AD600  0x00000C00  -
0x1C14AE200  0x00000200  +
0x1C14AE400  0x00000200  -
0x1C14AE600  0x00000400  +
0x1C14AEA00  0x00000600  -
0x1C14AF000  0x00000400  +
0x1C14AF400  0x00000200  -
0x1C14AF600  0x00000400  +
0x1C14AFA00  0x00000200  -
0x1C14AFC00  0x00000C00  +
0x1C14B0800  0x00000200  -
0x1C14B0A00  0x00000200  +
0x1C14B0C00  0x00000200  -
0x1C14B0E00  0x00000200  +
0x1C14B1000  0x00000200  -
0x1C14B1200  0x00000800  +
0x1C14B1A00  0x00000600  -
0x1C14B2000  0x1225F000  +
0x1D3711000  0x00000400  -
0x1D3711400  0x00000A00  +
0x1D3711E00  0x00001200  -
0x1D3713000  0x0152C000  +
0x1D4C3F000  0x00000400  -
0x1D4C3F400  0x00000A00  +
0x1D4C3FE00  0x0000E600  -
0x1D4C4E400  0x00000A00  +
0x1D4C4EE00  0x00000200  -
0x1D4C4F000  0x022BA000  +
0x1D6F09000  0x00000400  -
0x1D6F09400  0x00000A00  +
0x1D6F09E00  0x00001000  -
0x1D6F0AE00  0x0000E400  +
0x1D6F19200  0x00000400  -
0x1D6F19600  0x00000800  +
0x1D6F19E00  0x00000400  -
0x1D6F1A200  0x00000200  +
0x1D6F1A400  0x00000600  -
0x1D6F1AA00  0x00000400  +
0x1D6F1AE00  0x00000200  -
0x1D6F1B000  0x071C4E00  +
0x1DE0DFE00  0x00000C00  -
0x1DE0E0A00  0x00000200  +
0x1DE0E0C00  0x00001400  -
0x1DE0E2000  0x00FC7000  +
0x1DF0A9000  0x00000400  -
0x1DF0A9400  0x00000A00  +
0x1DF0A9E00  0x00004800  -
0x1DF0AE600  0x00000800  +
0x1DF0AEE00  0x00000200  -
0x1DF0AF000  0x00EE3000  +
0x1DFF92000  0x00000400  -
0x1DFF92400  0x00000A00  +
0x1DFF92E00  0x00002200  -
0x1DFF95000  0x9886D000  +
0x278802000  0x00000400  -
0x278802400  0x00000A00  +
0x278802E00  0x00000400  -
0x278803200  0x00001C00  +
0x278804E00  0x00000200  -
0x278805000  0x0E7E4E00  +
0x286FE9E00  0x00000600  -
0x286FEA400  0x00000800  +
0x286FEAC00  0x00000400  -
0x286FEB000  0x00B31000  +
0x287B1C000  0x00000800  -
0x287B1C800  0x00000E00  +
0x287B1D600  0x00000200  -
0x287B1D800  0x00002600  +
0x287B1FE00  0x00000200  -
0x287B20000  0x00000200  +
0x287B20200  0x00000200  -
0x287B20400  0x00002A00  +
0x287B22E00  0x00000200  -
0x287B23000  0x00000200  +
0x287B23200  0x00000200  -
0x287B23400  0x00001A00  +
0x287B24E00  0x00000400  -
0x287B25200  0x00000C00  +
0x287B25E00  0x00000200  -
0x287B26000  0x11B6E000  +
0x299694000  0x00000400  -
0x299694400  0x00000A00  +
0x299694E00  0x00000400  -
0x299695200  0x00000400  +
0x299695600  0x00000200  -
0x299695800  0x00000200  +
0x299695A00  0x00000200  -
0x299695C00  0x00001400  +
0x299697000  0x00000200  -
0x299697200  0x00001C00  +
0x299698E00  0x00000200  -
0x299699000  0x00000A00  +
0x299699A00  0x00000200  -
0x299699C00  0x00002C00  +
0x29969C800  0x00000200  -
0x29969CA00  0x00000400  +
0x29969CE00  0x00000400  -
0x29969D200  0x00003C00  +
0x2996A0E00  0x00002200  -
0x2996A3000  0x00000200  +
0x2996A3200  0x00000E00  -
0x2996A4000  0x0495A000  +
0x29DFFE000  0x00000400  -
0x29DFFE400  0x00000A00  +
0x29DFFEE00  0x00002000  -
0x29E000E00  0x00000200  +
0x29E001000  0x00000A00  -
0x29E001A00  0x00000200  +
0x29E001C00  0x00000400  -
0x29E002000  0x00000400  +
0x29E002400  0x00000C00  -
0x29E003000  0x000C8000  +
0x29E0CB000  0x00000200  -
0x29E0CB200  0x00001000  +
0x29E0CC200  0x00001000  -
0x29E0CD200  0x00000200  +
0x29E0CD400  0x00000200  -
0x29E0CD600  0x00003800  +
0x29E0D0E00  0x00000200  -
0x29E0D1000  0x0B16BE00  +
0x2A923CE00  0x00000800  -
0x2A923D600  0x00000800  +
0x2A923DE00  0x00000200  -
0x2A923E000  0x02D8EE00  +
0x2ABFCCE00  0x00001800  -
0x2ABFCE600  0x00000400  +
0x2ABFCEA00  0x00000400  -
0x2ABFCEE00  0x00000200  +
0x2ABFCF000  0x00000200  -
0x2ABFCF200  0x00000E00  +
0x2ABFD0000  0x00000200  -
0x2ABFD0200  0x00000400  +
0x2ABFD0600  0x00000200  -
0x2ABFD0800  0x00000600  +
0x2ABFD0E00  0x00000200  -
0x2ABFD1000  0x0397A200  +
0x2AF94B200  0x00000200  -
0x2AF94B400  0x00000A00  +
0x2AF94BE00  0x00000200  -
0x2AF94C000  0x01E31000  +
0x2B177D000  0x00000400  -
0x2B177D400  0x00000A00  +
0x2B177DE00  0x00000A00  -
0x2B177E800  0x00000200  +
0x2B177EA00  0x00000200  -
0x2B177EC00  0x00000200  +
0x2B177EE00  0x00000200  -
0x2B177F000  0x00000400  +
0x2B177F400  0x00000800  -
0x2B177FC00  0x00000200  +
0x2B177FE00  0x00000200  -
0x2B1780000  0x00000E00  +
0x2B1780E00  0x00000600  -
0x2B1781400  0x00000200  +
0x2B1781600  0x00000600  -
0x2B1781C00  0x00000600  +
0x2B1782200  0x00000200  -
0x2B1782400  0x00000600  +
0x2B1782A00  0x00000200  -
0x2B1782C00  0x00000200  +
0x2B1782E00  0x00000200  -
0x2B1783000  0x00000C00  +
0x2B1783C00  0x00000200  -
0x2B1783E00  0x00000400  +
0x2B1784200  0x00000200  -
0x2B1784400  0x00002600  +
0x2B1786A00  0x00000200  -
0x2B1786C00  0x00004200  +
0x2B178AE00  0x00000200  -
0x2B178B000  0x00040600  +
0x2B17CB600  0x00000200  -
0x2B17CB800  0x00002600  +
0x2B17CDE00  0x00000600  -
0x2B17CE400  0x00001600  +
0x2B17CFA00  0x00000200  -
0x2B17CFC00  0x00001000  +
0x2B17D0C00  0x00000400  -
0x2B17D1000  0x00001000  +
0x2B17D2000  0x00000200  -
0x2B17D2200  0x00009C00  +
0x2B17DBE00  0x00000200  -
0x2B17DC000  0x0000A000  +
0x2B17E6000  0x00000200  -
0x2B17E6200  0x00000400  +
0x2B17E6600  0x00000200  -
0x2B17E6800  0x00007600  +
0x2B17EDE00  0x00000E00  -
0x2B17EEC00  0x00000200  +
0x2B17EEE00  0x00000A00  -
0x2B17EF800  0x00000800  +
0x2B17F0000  0x00000200  -
0x2B17F0200  0x00000200  +
0x2B17F0400  0x00000200  -
0x2B17F0600  0x00000E00  +
0x2B17F1400  0x00000200  -
0x2B17F1600  0x00001200  +
0x2B17F2800  0x00000200  -
0x2B17F2A00  0x00002C00  +
0x2B17F5600  0x00000200  -
0x2B17F5800  0x00002600  +
0x2B17F7E00  0x00000200  -
0x2B17F8000  0x00000C00  +
0x2B17F8C00  0x00000200  -
0x2B17F8E00  0x00001400  +
0x2B17FA200  0x00000200  -
0x2B17FA400  0x00000200  +
0x2B17FA600  0x00000200  -
0x2B17FA800  0x00000200  +
0x2B17FAA00  0x00000400  -
0x2B17FAE00  0x00000200  +
0x2B17FB000  0x00000200  -
0x2B17FB200  0x00000200  +
0x2B17FB400  0x00000400  -
0x2B17FB800  0x00000600  +
0x2B17FBE00  0x00000800  -
0x2B17FC600  0x00000800  +
0x2B17FCE00  0x00000200  -
0x2B17FD000  0x00000200  +
0x2B17FD200  0x00000400  -
0x2B17FD600  0x00000800  +
0x2B17FDE00  0x00002E00  -
0x2B1800C00  0x00000200  +
0x2B1800E00  0x00000A00  -
0x2B1801800  0x00000400  +
0x2B1801C00  0x00000200  -
0x2B1801E00  0x00000200  +
0x2B1802000  0x00000600  -
0x2B1802600  0x00000C00  +
0x2B1803200  0x00000200  -
0x2B1803400  0x00001400  +
0x2B1804800  0x00000200  -
0x2B1804A00  0x00000200  +
0x2B1804C00  0x00000200  -
0x2B1804E00  0x00000200  +
0x2B1805000  0x00000200  -
0x2B1805200  0x00006C00  +
0x2B180BE00  0x00000200  -
0x2B180C000  0x00051000  +
0x2B185D000  0x00000200  -
0x2B185D200  0x00000C00  +
0x2B185DE00  0x00000200  -
0x2B185E000  0x00000E00  +
0x2B185EE00  0x00000200  -
0x2B185F000  0x0000EE00  +
0x2B186DE00  0x00001400  -
0x2B186F200  0x00000400  +
0x2B186F600  0x00000800  -
0x2B186FE00  0x00000400  +
0x2B1870200  0x00000400  -
0x2B1870600  0x00000200  +
0x2B1870800  0x00000400  -
0x2B1870C00  0x00000800  +
0x2B1871400  0x00000C00  -
0x2B1872000  0x00000200  +
0x2B1872200  0x00000800  -
0x2B1872A00  0x00000200  +
0x2B1872C00  0x00000A00  -
0x2B1873600  0x00000600  +
0x2B1873C00  0x00000600  -
0x2B1874200  0x00000200  +
0x2B1874400  0x00000600  -
0x2B1874A00  0x00000400  +
0x2B1874E00  0x00000400  -
0x2B1875200  0x00000200  +
0x2B1875400  0x00000400  -
0x2B1875800  0x00000200  +
0x2B1875A00  0x00000600  -
0x2B1876000  0x00000600  +
0x2B1876600  0x00000800  -
0x2B1876E00  0x00000200  +
0x2B1877000  0x00000800  -
0x2B1877800  0x00000200  +
0x2B1877A00  0x00000200  -
0x2B1877C00  0x00000200  +
0x2B1877E00  0x00000A00  -
0x2B1878800  0x00000400  +
0x2B1878C00  0x00000400  -
0x2B1879000  0x00000200  +
0x2B1879200  0x00000600  -
0x2B1879800  0x00000200  +
0x2B1879A00  0x00000600  -
0x2B187A000  0x00000200  +
0x2B187A200  0x00000600  -
0x2B187A800  0x00000A00  +
0x2B187B200  0x00000A00  -
0x2B187BC00  0x00000600  +
0x2B187C200  0x00000800  -
0x2B187CA00  0x00000400  +
0x2B187CE00  0x00000400  -
0x2B187D200  0x00000200  +
0x2B187D400  0x00000600  -
0x2B187DA00  0x00000400  +
0x2B187DE00  0x00000200  -
0x2B187E000  0x03F54000  +
0x2B57D2000  0x00000400  -
0x2B57D2400  0x00000A00  +
0x2B57D2E00  0x00001200  -
0x2B57D4000  0x03A76000  +
0x2B924A000  0x00000400  -
0x2B924A400  0x00000A00  +
0x2B924AE00  0x00000400  -
0x2B924B200  0x00000600  +
0x2B924B800  0x00000400  -
0x2B924BC00  0x00001000  +
0x2B924CC00  0x00000200  -
0x2B924CE00  0x00001C00  +
0x2B924EA00  0x00000200  -
0x2B924EC00  0x00000A00  +
0x2B924F600  0x00000200  -
0x2B924F800  0x00001000  +
0x2B9250800  0x00000400  -
0x2B9250C00  0x00000600  +
0x2B9251200  0x00000200  -
0x2B9251400  0x00000C00  +
0x2B9252000  0x00000200  -
0x2B9252200  0x00000C00  +
0x2B9252E00  0x00000200  -
0x2B9253000  0x01053000  +
0x2BA2A6000  0x00000400  -
0x2BA2A6400  0x00000A00  +
0x2BA2A6E00  0x00000C00  -
0x2BA2A7A00  0x00000400  +
0x2BA2A7E00  0x00000600  -
0x2BA2A8400  0x00000200  +
0x2BA2A8600  0x00000200  -
0x2BA2A8800  0x00000200  +
0x2BA2A8A00  0x00000200  -
0x2BA2A8C00  0x00000C00  +
0x2BA2A9800  0x00000200  -
0x2BA2A9A00  0x00000200  +
0x2BA2A9C00  0x00000200  -
0x2BA2A9E00  0x00000800  +
0x2BA2AA600  0x00000200  -
0x2BA2AA800  0x00000600  +
0x2BA2AAE00  0x00000200  -
0x2BA2AB000  0xF4B89000  +
0x3AEE34000  0x00000400  -
0x3AEE34400  0x00000A00  +
0x3AEE34E00  0x00000A00  -
0x3AEE35800  0x00000200  +
0x3AEE35A00  0x00000400  -
0x3AEE35E00  0x00000200  +
0x3AEE36000  0x00000200  -
0x3AEE36200  0x00000200  +
0x3AEE36400  0x00000200  -
0x3AEE36600  0x00000600  +
0x3AEE36C00  0x00000200  -
0x3AEE36E00  0x00000600  +
0x3AEE37400  0x00000600  -
0x3AEE37A00  0x00000200  +
0x3AEE37C00  0x00000200  -
0x3AEE37E00  0x00001E00  +
0x3AEE39C00  0x00000E00  -
0x3AEE3AA00  0x00000400  +
0x3AEE3AE00  0x00000200  -
0x3AEE3B000  0x00000200  +
0x3AEE3B200  0x00000200  -
0x3AEE3B400  0x00000E00  +
0x3AEE3C200  0x00000200  -
0x3AEE3C400  0x00000400  +
0x3AEE3C800  0x00000200  -
0x3AEE3CA00  0x00001000  +
0x3AEE3DA00  0x00000200  -
0x3AEE3DC00  0x00000200  +
0x3AEE3DE00  0x00000200  -
0x3AEE3E000  0x00000800  +
0x3AEE3E800  0x00000200  -
0x3AEE3EA00  0x00000C00  +
0x3AEE3F600  0x00000200  -
0x3AEE3F800  0x00000400  +
0x3AEE3FC00  0x00000200  -
0x3AEE3FE00  0x00000200  +
0x3AEE40000  0x00000200  -
0x3AEE40200  0x00000200  +
0x3AEE40400  0x00000200  -
0x3AEE40600  0x00001400  +
0x3AEE41A00  0x00000200  -
0x3AEE41C00  0x00001E00  +
0x3AEE43A00  0x00000200  -
0x3AEE43C00  0x00000600  +
0x3AEE44200  0x00000400  -
0x3AEE44600  0x00000200  +
0x3AEE44800  0x00000200  -
0x3AEE44A00  0x00000400  +
0x3AEE44E00  0x00000200  -
0x3AEE45000  0x05084000  +
0x3B3EC9000  0x00000400  -
0x3B3EC9400  0x00000A00  +
0x3B3EC9E00  0x00001200  -
0x3B3ECB000  0x046AB000  +
0x3B8576000  0x00000400  -
0x3B8576400  0x00000A00  +
0x3B8576E00  0x00001200  -
