# Rescue Logfile. Created by GNU ddrescue version 1.17
# Command line: ddrescue -d /dev/sdb /home/rescue/image.img /home/rescue/rescuelog.log
# current_pos  current_status
0x649127000     ?
#      pos        size  status
0x3C398BE00  0x000DA000  +
0x3C3A65E00  0x00006000  *
0x3C3A6BE00  0x001F1000  +
0x3C3C5CE00  0x0000F000  *
0x3C3C6BE00  0x000D8000  +
0x3C3D43E00  0x00008000  *
0x3C3D4BE00  0x000E0000  +
0x3C3E2BE00  0x00010000  *
0x3C3E3BE00  0x000D8000  +
0x3C3F13E00  0x00008000  *
0x3C3F1BE00  0x000E0000  +
0x3C3FFBE00  0x00010000  *
0x3C400BE00  0x000D8000  +
0x3C40E3E00  0x00008000  *
0x3C40EBE00  0x000E0000  +
0x3C41CBE00  0x00010000  *
0x3C41DBE00  0x001E6000  +
0x3C43C1E00  0x0000A000  *
0x3C43CBE00  0x000DE000  +
0x3C44A9E00  0x00002000  *
0x3C44ABE00  0x000E6000  +
0x3C4591E00  0x0000A000  *
0x3C459BE00  0x000DD000  +
0x3C4678E00  0x00003000  *
0x3C467BE00  0x000E5000  +
0x3C4760E00  0x0000B000  *
0x3C476BE00  0x000DD000  +
0x3C4848E00  0x00003000  *
0x3C484BE00  0x000E5000  +
0x3C4930E00  0x0000B000  *
0x3C493BE00  0x001EB000  +
0x3C4B26E00  0x00005000  *
0x3C4B2BE00  0x000E3000  +
0x3C4C0EE00  0x0000D000  *
0x3C4C1BE00  0x000DB000  +
0x3C4CF6E00  0x00005000  *
0x3C4CFBE00  0x000E3000  +
0x3C4DDEE00  0x0000D000  *
0x3C4DEBE00  0x000DA000  +
0x3C4EC5E00  0x00006000  *
0x3C4ECBE00  0x000E2000  +
0x3C4FADE00  0x0000E000  *
0x3C4FBBE00  0x000DA000  +
0x3C5095E00  0x00006000  *
0x3C509BE00  0x001F0000  +
0x3C528BE00  0x00010000  *
0x3C529BE00  0x000D8000  +
0x3C5373E00  0x00008000  *
0x3C537BE00  0x11CDB000  +
0x3D7056E00  0x00005000  *
0x3D705BE00  0x000E2000  +
0x3D713DE00  0x0000E000  *
0x3D714BE00  0x000DA000  +
0x3D7225E00  0x00006000  *
0x3D722BE00  0x000E3000  +
0x3D730EE00  0x0000D000  *
0x3D731BE00  0x001E8000  +
0x3D7503E00  0x00008000  *
0x3D750BE00  0x000E0000  +
0x3D75EBE00  0x00010000  *
0x3D75FBE00  0x000D8000  +
0x3D76D3E00  0x00008000  *
0x3D76DBE00  0x000E0000  +
0x3D77BBE00  0x00010000  *
0x3D77CBE00  0x000D8000  +
0x3D78A3E00  0x00008000  *
0x3D78ABE00  0x000DF000  +
0x3D798AE00  0x00001000  *
0x3D798BE00  0x00000800  -
0x3D798C600  0x00080000  *
0x3D7A0C600  0x00066800  +
0x3D7A72E00  0x00000800  -
0x3D7A73600  0x00099800  *
0x3D7B0CE00  0x0015D000  +
0x3D7C69E00  0x00002000  *
0x3D7C6BE00  0x000E5000  +
0x3D7D50E00  0x0000B000  *
0x3D7D5BE00  0x000DD000  +
0x3D7E38E00  0x00003000  *
0x3D7E3BE00  0x000E5000  +
0x3D7F20E00  0x0000B000  *
0x3D7F2BE00  0x000DD000  +
0x3D8008E00  0x00003000  *
0x3D800BE00  0x000E6000  +
0x3D80F1E00  0x0000A000  *
0x3D80FBE00  0x000DD000  +
0x3D81D8E00  0x00003000  *
0x3D81DBE00  0x001F3000  +
0x3D83CEE00  0x0000D000  *
0x3D83DBE00  0x000DC000  +
0x3D84B7E00  0x00004000  *
0x3D84BBE00  0x000E3000  +
0x3D859EE00  0x0000D000  *
0x3D85ABE00  0x000DB000  +
0x3D8686E00  0x00005000  *
0x3D868BE00  0x000E3000  +
0x3D876EE00  0x0000D000  *
0x3D877BE00  0x000DB000  +
0x3D8856E00  0x00005000  *
0x3D885BE00  0x000E3000  +
0x3D893EE00  0x0000D000  *
0x3D894BE00  0x001E8000  +
0x3D8B33E00  0x00008000  *
0x3D8B3BE00  0x000E1000  +
0x3D8C1CE00  0x0000F000  *
0x3D8C2BE00  0x000D9000  +
0x3D8D04E00  0x00007000  *
0x3D8D0BE00  0x000E1000  +
0x3D8DECE00  0x0000F000  *
0x3D8DFBE00  0x000D8000  +
0x3D8ED3E00  0x00008000  *
0x3D8EDBE00  0x000E0000  +
0x3D8FBBE00  0x00010000  *
0x3D8FCBE00  0x000D8000  +
0x3D90A3E00  0x00008000  *
0x3D90ABE00  0x001EE000  +
0x3D9299E00  0x00002000  *
0x3D929BE00  0x000E6000  +
0x3D9381E00  0x0000A000  *
0x3D938BE00  0x000DE000  +
0x3D9469E00  0x00002000  *
0x3D946BE00  0x000E6000  +
0x3D9551E00  0x0000A000  *
0x3D955BE00  0x000DE000  +
0x3D9639E00  0x00002000  *
0x3D963BE00  0x000E6000  +
0x3D9721E00  0x0000A000  *
0x3D972BE00  0x000DD000  +
0x3D9808E00  0x00003000  *
0x3D980BE00  0x001F4000  +
0x3D99FFE00  0x0000C000  *
0x3D9A0BE00  0x000DC000  +
0x3D9AE7E00  0x00004000  *
0x3D9AEBE00  0x000E3000  +
0x3D9BCEE00  0x0000D000  *
0x3D9BDBE00  0x000DB000  +
0x3D9CB6E00  0x00005000  *
0x3D9CBBE00  0x000E3000  +
0x3D9D9EE00  0x0000D000  *
0x3D9DABE00  0x000DB000  +
0x3D9E86E00  0x00005000  *
0x3D9E8BE00  0x000E3000  +
0x3D9F6EE00  0x0000D000  *
0x3D9F7BE00  0x001E9000  +
0x3DA164E00  0x00007000  *
0x3DA16BE00  0x000E1000  +
0x3DA24CE00  0x0000F000  *
0x3DA25BE00  0x000D9000  +
0x3DA334E00  0x00007000  *
0x3DA33BE00  0x000E0000  +
0x3DA41BE00  0x00010000  *
0x3DA42BE00  0x000D8000  +
0x3DA503E00  0x00008000  *
0x3DA50BE00  0x000E0000  +
0x3DA5EBE00  0x00010000  *
0x3DA5FBE00  0x000D8000  +
0x3DA6D3E00  0x00008000  *
0x3DA6DBE00  0x001EE000  +
0x3DA8C9E00  0x00002000  *
0x3DA8CBE00  0x000E6000  +
0x3DA9B1E00  0x0000A000  *
0x3DA9BBE00  0x000DE000  +
0x3DAA99E00  0x00002000  *
0x3DAA9BE00  0x000E6000  +
0x3DAB81E00  0x0000A000  *
0x3DAB8BE00  0x000DE000  +
0x3DAC69E00  0x00002000  *
0x3DAC6BE00  0x000E5000  +
0x3DAD50E00  0x0000B000  *
0x3DAD5BE00  0x000DD000  +
0x3DAE38E00  0x00003000  *
0x3DAE3BE00  0x000E6000  +
0x3DAF21E00  0x0000A000  *
0x3DAF2BE00  0x001EB000  +
0x3DB116E00  0x00005000  *
0x3DB11BE00  0x000E3000  +
0x3DB1FEE00  0x0000D000  *
0x3DB20BE00  0x000DB000  +
0x3DB2E6E00  0x00005000  *
0x3DB2EBE00  0x000E3000  +
0x3DB3CEE00  0x0000D000  *
0x3DB3DBE00  0x000DB000  +
0x3DB4B6E00  0x00005000  *
0x3DB4BBE00  0x000E2000  +
0x3DB59DE00  0x0000E000  *
0x3DB5ABE00  0x000DB000  +
0x3DB686E00  0x00005000  *
0x3DB68BE00  0x001F1000  +
0x3DB87CE00  0x0000F000  *
0x3DB88BE00  0x000D8000  +
0x3DB963E00  0x00008000  *
0x3DB96BE00  0x000E0000  +
0x3DBA4BE00  0x00010000  *
0x3DBA5BE00  0x000D8000  +
0x3DBB33E00  0x00008000  *
0x3DBB3BE00  0x000E0000  +
0x3DBC1BE00  0x00010000  *
0x3DBC2BE00  0x000D8000  +
0x3DBD03E00  0x00008000  *
0x3DBD0BE00  0x000E0000  +
0x3DBDEBE00  0x00010000  *
0x3DBDFBE00  0x001E6000  +
0x3DBFE1E00  0x0000A000  *
0x3DBFEBE00  0x000DE000  +
0x3DC0C9E00  0x00002000  *
0x3DC0CBE00  0x000E6000  +
0x3DC1B1E00  0x0000A000  *
0x3DC1BBE00  0x000DD000  +
0x3DC298E00  0x00003000  *
0x3DC29BE00  0x000E5000  +
0x3DC380E00  0x0000B000  *
0x3DC38BE00  0x000DD000  +
0x3DC468E00  0x00003000  *
0x3DC46BE00  0x000E5000  +
0x3DC550E00  0x0000B000  *
0x3DC55BE00  0x001EB000  +
0x3DC746E00  0x00005000  *
0x3DC74BE00  0x000E3000  +
0x3DC82EE00  0x0000D000  *
0x3DC83BE00  0x000DB000  +
0x3DC916E00  0x00005000  *
0x3DC91BE00  0x000E3000  +
0x3DC9FEE00  0x0000D000  *
0x3DCA0BE00  0x000DA000  +
0x3DCAE5E00  0x00006000  *
0x3DCAEBE00  0x000E2000  +
0x3DCBCDE00  0x0000E000  *
0x3DCBDBE00  0x000DB000  +
0x3DCCB6E00  0x00005000  *
0x3DCCBBE00  0x001F0000  +
0x3DCEABE00  0x00010000  *
0x3DCEBBE00  0x000D8000  +
0x3DCF93E00  0x00008000  *
0x3DCF9BE00  0x000E0000  +
0x3DD07BE00  0x00010000  *
0x3DD08BE00  0x000D8000  +
0x3DD163E00  0x00008000  *
0x3DD16BE00  0x000E0000  +
0x3DD24BE00  0x00010000  *
0x3DD25BE00  0x000D8000  +
0x3DD333E00  0x00008000  *
0x3DD33BE00  0x000DF000  +
0x3DD41AE00  0x00001000  *
0x3DD41BE00  0x001F6000  +
0x3DD611E00  0x0000A000  *
0x3DD61BE00  0x000DE000  +
0x3DD6F9E00  0x00002000  *
0x3DD6FBE00  0x000E5000  +
0x3DD7E0E00  0x0000B000  *
0x3DD7EBE00  0x000DD000  +
0x3DD8C8E00  0x00003000  *
0x3DD8CBE00  0x000E5000  +
0x3DD9B0E00  0x0000B000  *
0x3DD9BBE00  0x000DD000  +
0x3DDA98E00  0x00003000  *
0x3DDA9BE00  0x000E5000  +
0x3DDB80E00  0x0000B000  *
0x3DDB8BE00  0x001EB000  +
0x3DDD76E00  0x00005000  *
0x3DDD7BE00  0x000E3000  +
0x3DDE5EE00  0x0000D000  *
0x3DDE6BE00  0x000DB000  +
0x3DDF46E00  0x00005000  *
0x3DDF4BE00  0x000E2000  +
0x3DE02DE00  0x0000E000  *
0x3DE03BE00  0x000DA000  +
0x3DE115E00  0x00006000  *
0x3DE11BE00  0x000E2000  +
0x3DE1FDE00  0x0000E000  *
0x3DE20BE00  0x000DA000  +
0x3DE2E5E00  0x00006000  *
0x3DE2EBE00  0x001F0000  +
0x3DE4DBE00  0x00010000  *
0x3DE4EBE00  0x000D8000  +
0x3DE5C3E00  0x00008000  *
0x3DE5CBE00  0x000E0000  +
0x3DE6ABE00  0x00010000  *
0x3DE6BBE00  0x000D8000  +
0x3DE793E00  0x00008000  *
0x3DE79BE00  0x000E0000  +
0x3DE87BE00  0x00010000  *
0x3DE88BE00  0x000D7000  +
0x3DE962E00  0x00009000  *
0x3DE96BE00  0x000DF000  +
0x3DEA4AE00  0x00001000  *
0x3DEA4BE00  0x001F6000  +
0x3DEC41E00  0x0000A000  *
0x3DEC4BE00  0x000DD000  +
0x3DED28E00  0x00003000  *
0x3DED2BE00  0x000E5000  +
0x3DEE10E00  0x0000B000  *
0x3DEE1BE00  0x000DD000  +
0x3DEEF8E00  0x00003000  *
0x3DEEFBE00  0x000E5000  +
0x3DEFE0E00  0x0000B000  *
0x3DEFEBE00  0x000DD000  +
0x3DF0C8E00  0x00003000  *
0x3DF0CBE00  0x000E4000  +
0x3DF1AFE00  0x0000C000  *
0x3DF1BBE00  0x001EB000  +
0x3DF3A6E00  0x00005000  *
0x3DF3ABE00  0x000E3000  +
0x3DF48EE00  0x0000D000  *
0x3DF49BE00  0x000DA000  +
0x3DF575E00  0x00006000  *
0x3DF57BE00  0x000E2000  +
0x3DF65DE00  0x0000E000  *
0x3DF66BE00  0x000DA000  +
0x3DF745E00  0x00006000  *
0x3DF74BE00  0x000E2000  +
0x3DF82DE00  0x0000E000  *
0x3DF83BE00  0x000DA000  +
0x3DF915E00  0x00006000  *
0x3DF91BE00  0x001F0000  +
0x3DFB0BE00  0x00010000  *
0x3DFB1BE00  0x000D8000  +
0x3DFBF3E00  0x00008000  *
0x3DFBFBE00  0x000E0000  +
0x3DFCDBE00  0x00010000  *
0x3DFCEBE00  0x0BF38000  +
0x3EBC23E00  0x00008000  *
0x3EBC2BE00  0x00000800  -
0x3EBC2C600  0x00080000  *
0x3EBCAC600  0x05D11800  +
0x3F19BDE00  0x0000E000  *
0x3F19CBE00  0x000DA000  +
0x3F1AA5E00  0x00006000  *
0x3F1AABE00  0x000E2000  +
0x3F1B8DE00  0x0000E000  *
0x3F1B9BE00  0x001E8000  +
0x3F1D83E00  0x00008000  *
0x3F1D8BE00  0x000E0000  +
0x3F1E6BE00  0x00010000  *
0x3F1E7BE00  0x000D8000  +
0x3F1F53E00  0x00008000  *
0x3F1F5BE00  0x000DF000  +
0x3F203AE00  0x00001000  *
0x3F203BE00  0x000E7000  +
0x3F2122E00  0x00009000  *
0x3F212BE00  0x000DF000  +
0x3F220AE00  0x00001000  *
0x3F220BE00  0x000E7000  +
0x3F22F2E00  0x00009000  *
0x3F22FBE00  0x001ED000  +
0x3F24E8E00  0x00003000  *
0x3F24EBE00  0x000E5000  +
0x3F25D0E00  0x0000B000  *
0x3F25DBE00  0x000DD000  +
0x3F26B8E00  0x00003000  *
0x3F26BBE00  0x000E5000  +
0x3F27A0E00  0x0000B000  *
0x3F27ABE00  0x000DD000  +
0x3F2888E00  0x00003000  *
0x3F288BE00  0x000E4000  +
0x3F296FE00  0x0000C000  *
0x3F297BE00  0x000DC000  +
0x3F2A57E00  0x00004000  *
0x3F2A5BE00  0x001F3000  +
0x3F2C4EE00  0x0000D000  *
0x3F2C5BE00  0x000DA000  +
0x3F2D35E00  0x00006000  *
0x3F2D3BE00  0x000E2000  +
0x3F2E1DE00  0x0000E000  *
0x3F2E2BE00  0x000DA000  +
0x3F2F05E00  0x00006000  *
0x3F2F0BE00  0x000E2000  +
0x3F2FEDE00  0x0000E000  *
0x3F2FFBE00  0x000DA000  +
0x3F30D5E00  0x00006000  *
0x3F30DBE00  0x000E1000  +
0x3F31BCE00  0x0000F000  *
0x3F31CBE00  0x001E8000  +
0x3F33B3E00  0x00008000  *
0x3F33BBE00  0x000E0000  +
0x3F349BE00  0x00010000  *
0x3F34ABE00  0x000D7000  +
0x3F3582E00  0x00009000  *
0x3F358BE00  0x000DF000  +
0x3F366AE00  0x00001000  *
0x3F366BE00  0x000E7000  +
0x3F3752E00  0x00009000  *
0x3F375BE00  0x000DF000  +
0x3F383AE00  0x00001000  *
0x3F383BE00  0x000E7000  +
0x3F3922E00  0x00009000  *
0x3F392BE00  0x001ED000  +
0x3F3B18E00  0x00003000  *
0x3F3B1BE00  0x000E5000  +
0x3F3C00E00  0x0000B000  *
0x3F3C0BE00  0x00028000  +
0x3F3C33E00  0x00000800  -
0x3F3C34600  0x00058000  *
0x3F3C8C600  0x0005C800  +
0x3F3CE8E00  0x00000800  -
0x3F3CE9600  0x00023800  *
0x3F3D0CE00  0x000C4000  +
0x3F3DD0E00  0x0000B000  *
0x3F3DDBE00  0x0004E000  +
0x3F3E29E00  0x00000800  -
0x3F3E2A600  0x00032000  *
0x3F3E5C600  0x0005B800  +
0x3F3EB7E00  0x00000800  -
0x3F3EB8600  0x00024800  *
0x3F3EDCE00  0x000C3000  +
0x3F3F9FE00  0x0000C000  *
0x3F3FABE00  0x0004D000  +
0x3F3FF8E00  0x00000800  -
0x3F3FF9600  0x00033000  *
0x3F402C600  0x0005B800  +
0x3F4087E00  0x00000800  -
0x3F4088600  0x00024800  *
0x3F40ACE00  0x00034000  +
0x3F40E0E00  0x00000800  -
0x3F40E1600  0x0004C000  *
0x3F412D600  0x0009B800  +
0x3F41C8E00  0x00003000  *
0x3F41CBE00  0x000B2000  +
0x3F427DE00  0x0000E000  *
0x3F428BE00  0x00025000  +
0x3F42B0E00  0x00000800  -
0x3F42B1600  0x0005B000  *
0x3F430C600  0x00059800  +
0x3F4365E00  0x00000800  -
0x3F4366600  0x00026800  *
0x3F438CE00  0x0000C000  +
0x3F4398E00  0x00000800  -
0x3F4399600  0x00074000  *
0x3F440D600  0x00181800  +
0x3F458EE00  0x0000D000  *
0x3F459BE00  0x000DB000  +
0x3F4676E00  0x00005000  *
0x3F467BE00  0x000E2000  +
0x3F475DE00  0x0000E000  *
0x3F476BE00  0x000DA000  +
0x3F4845E00  0x00006000  *
0x3F484BE00  0x000E3000  +
0x3F492EE00  0x0000D000  *
0x3F493BE00  0x000DA000  +
0x3F4A15E00  0x00006000  *
0x3F4A1BE00  0x000E2000  +
0x3F4AFDE00  0x0000E000  *
0x3F4B0BE00  0x001E8000  +
0x3F4CF3E00  0x00008000  *
0x3F4CFBE00  0x000E0000  +
0x3F4DDBE00  0x00010000  *
0x3F4DEBE00  0x000D8000  +
0x3F4EC3E00  0x00008000  *
0x3F4ECBE00  0x000E0000  +
0x3F4FABE00  0x00010000  *
0x3F4FBBE00  0x000D8000  +
0x3F5093E00  0x00008000  *
0x3F509BE00  0x000E0000  +
0x3F517BE00  0x00010000  *
0x3F518BE00  0x000D8000  +
0x3F5263E00  0x00008000  *
0x3F526BE00  0x001ED000  +
0x3F5458E00  0x00003000  *
0x3F545BE00  0x000E5000  +
0x3F5540E00  0x0000B000  *
0x3F554BE00  0x000DD000  +
0x3F5628E00  0x00003000  *
0x3F562BE00  0x000E5000  +
0x3F5710E00  0x0000B000  *
0x3F571BE00  0x000DD000  +
0x3F57F8E00  0x00003000  *
0x3F57FBE00  0x000E5000  +
0x3F58E0E00  0x0000B000  *
0x3F58EBE00  0x000DD000  +
0x3F59C8E00  0x00003000  *
0x3F59CBE00  0x001F3000  +
0x3F5BBEE00  0x0000D000  *
0x3F5BCBE00  0x00078000  +
0x3F5C43E00  0x00000800  -
0x3F5C44600  0x00008000  *
0x3F5C4C600  0x00059800  +
0x3F5CA5E00  0x00000800  -
0x3F5CA6600  0x00026800  *
0x3F5CCCE00  0x0005F000  +
0x3F5D2BE00  0x00000800  -
0x3F5D2C600  0x00021000  *
0x3F5D4D600  0x00040800  +
0x3F5D8DE00  0x00000800  -
0x3F5D8E600  0x0003F800  *
0x3F5DCDE00  0x00046000  +
0x3F5E13E00  0x00000800  -
0x3F5E14600  0x0003A000  *
0x3F5E4E600  0x00027800  +
0x3F5E75E00  0x00000800  -
0x3F5E76600  0x00058800  *
0x3F5ECEE00  0x0002D000  +
0x3F5EFBE00  0x00000800  -
0x3F5EFC600  0x00053000  *
0x3F5F4F600  0x0000E800  +
0x3F5F5DE00  0x00000800  -
0x3F5F5E600  0x00071800  *
0x3F5FCFE00  0x00076000  +
0x3F6045E00  0x00000800  -
0x3F6046600  0x0000A000  *
0x3F6050600  0x000A1800  +
0x3F60F1E00  0x0000A000  *
0x3F60FBE00  0x00032000  +
0x3F612DE00  0x00000800  -
0x3F612E600  0x0004E000  *
0x3F617C600  0x0005D800  +
0x3F61D9E00  0x00000800  -
0x3F61DA600  0x00022800  *
0x3F61FCE00  0x000C5000  +
0x3F62C1E00  0x0000A000  *
0x3F62CBE00  0x00058000  +
0x3F6323E00  0x00000800  -
0x3F6324600  0x00028000  *
0x3F634C600  0x0005D800  +
0x3F63A9E00  0x00000800  -
0x3F63AA600  0x00022800  *
0x3F63CCE00  0x0003F000  +
0x3F640BE00  0x00000800  -
0x3F640C600  0x00041000  *
0x3F644D600  0x00044800  +
0x3F6491E00  0x00000800  -
0x3F6492600  0x0003B800  *
0x3F64CDE00  0x00026000  +
0x3F64F3E00  0x00000800  -
0x3F64F4600  0x0005A000  *
0x3F654E600  0x0002A800  +
0x3F6578E00  0x00000800  -
0x3F6579600  0x00055800  *
0x3F65CEE00  0x0000C000  +
0x3F65DAE00  0x00000800  -
0x3F65DB600  0x00074000  *
0x3F664F600  0x00011800  +
0x3F6660E00  0x00000800  -
0x3F6661600  0x0006E800  *
0x3F66CFE00  0x000DC000  +
0x3F67ABE00  0x00010000  *
0x3F67BBE00  0x0009C000  +
0x3F6857E00  0x00004000  *
0x3F685BE00  0x00037000  +
0x3F6892E00  0x00000800  -
0x3F6893600  0x00049000  *
0x3F68DC600  0x00062800  +
0x3F693EE00  0x00000800  -
0x3F693F600  0x0001D800  *
0x3F695CE00  0x000CA000  +
0x3F6A26E00  0x00005000  *
0x3F6A2BE00  0x0005D000  +
0x3F6A88E00  0x00000800  -
0x3F6A89600  0x00023000  *
0x3F6AAC600  0x00062800  +
0x3F6B0EE00  0x00000800  -
0x3F6B0F600  0x0001D800  *
0x3F6B2CE00  0x00044000  +
0x3F6B70E00  0x00000800  -
0x3F6B71600  0x0003C000  *
0x3F6BAD600  0x00049800  +
0x3F6BF6E00  0x00000800  -
0x3F6BF7600  0x00036800  *
0x3F6C2DE00  0x0002B000  +
0x3F6C58E00  0x00000800  -
0x3F6C59600  0x00055000  *
0x3F6CAE600  0x00030800  +
0x3F6CDEE00  0x00000800  -
0x3F6CDF600  0x0004F800  *
0x3F6D2EE00  0x00012000  +
0x3F6D40E00  0x00000800  -
0x3F6D41600  0x0006E000  *
0x3F6DAF600  0x00016800  +
0x3F6DC5E00  0x00000800  -
0x3F6DC6600  0x00069800  *
0x3F6E2FE00  0x000E1000  +
0x3F6F10E00  0x0000B000  *
0x3F6F1BE00  0x000A1000  +
0x3F6FBCE00  0x0000F000  *
0x3F6FCBE00  0x0002D000  +
0x3F6FF8E00  0x00000800  -
0x3F6FF9600  0x00053000  *
0x3F704C600  0x00058800  +
0x3F70A4E00  0x00000800  -
0x3F70A5600  0x00027800  *
0x3F70CCE00  0x000BF000  +
0x3F718BE00  0x00010000  *
0x3F719BE00  0x00052000  +
0x3F71EDE00  0x00000800  -
0x3F71EE600  0x0002E000  *
0x3F721C600  0x00057800  +
0x3F7273E00  0x00000800  -
0x3F7274600  0x00028800  *
0x3F729CE00  0x00039000  +
0x3F72D5E00  0x00000800  -
0x3F72D6600  0x00047000  *
0x3F731D600  0x0003E800  +
0x3F735BE00  0x00000800  -
0x3F735C600  0x00041800  *
0x3F739DE00  0x00020000  +
0x3F73BDE00  0x00000800  -
0x3F73BE600  0x00060000  *
0x3F741E600  0x00025800  +
0x3F7443E00  0x00000800  -
0x3F7444600  0x0005A800  *
0x3F749EE00  0x00007000  +
0x3F74A5E00  0x00000800  -
0x3F74A6600  0x00079000  *
0x3F751F600  0x0000C800  +
0x3F752BE00  0x00000800  -
0x3F752C600  0x00073800  *
0x3F759FE00  0x000D6000  +
0x3F7675E00  0x00006000  *
0x3F767BE00  0x000A6000  +
0x3F7721E00  0x0000A000  *
0x3F772BE00  0x00032000  +
0x3F775DE00  0x00000800  -
0x3F775E600  0x0004E000  *
0x3F77AC600  0x0005D800  +
0x3F7809E00  0x00000800  -
0x3F780A600  0x00022800  *
0x3F782CE00  0x000C5000  +
0x3F78F1E00  0x0000A000  *
0x3F78FBE00  0x00058000  +
0x3F7953E00  0x00000800  -
0x3F7954600  0x00028000  *
0x3F797C600  0x0005D800  +
0x3F79D9E00  0x00000800  -
0x3F79DA600  0x00022800  *
0x3F79FCE00  0x0003F000  +
0x3F7A3BE00  0x00000800  -
0x3F7A3C600  0x00041000  *
0x3F7A7D600  0x00043800  +
0x3F7AC0E00  0x00000800  -
0x3F7AC1600  0x0003C800  *
0x3F7AFDE00  0x00025000  +
0x3F7B22E00  0x00000800  -
0x3F7B23600  0x0005B000  *
0x3F7B7E600  0x0002A800  +
0x3F7BA8E00  0x00000800  -
0x3F7BA9600  0x00055800  *
0x3F7BFEE00  0x0000C000  +
0x3F7C0AE00  0x00000800  -
0x3F7C0B600  0x00074000  *
0x3F7C7F600  0x00011800  +
0x3F7C90E00  0x00000800  -
0x3F7C91600  0x0006E800  *
0x3F7CFFE00  0x000DB000  +
0x3F7DDAE00  0x00001000  *
0x3F7DDBE00  0x000AB000  +
0x3F7E86E00  0x00005000  *
0x3F7E8BE00  0x00037000  +
0x3F7EC2E00  0x00000800  -
0x3F7EC3600  0x00049000  *
0x3F7F0C600  0x00062800  +
0x3F7F6EE00  0x00000800  -
0x3F7F6F600  0x0001D800  *
0x3F7F8CE00  0x0001E000  +
0x3F7FAAE00  0x00000800  -
0x3F7FAB600  0x00062000  *
0x3F800D600  0x00049800  +
0x3F8056E00  0x00000800  -
0x3F8057600  0x00036800  *
0x3F808DE00  0x000B1000  +
0x3F813EE00  0x0000D000  *
0x3F814BE00  0x00055000  +
0x3F81A0E00  0x00000800  -
0x3F81A1600  0x0002B000  *
0x3F81CC600  0x0005A800  +
0x3F8226E00  0x00000800  -
0x3F8227600  0x00025800  *
0x3F824CE00  0x0003C000  +
0x3F8288E00  0x00000800  -
0x3F8289600  0x00044000  *
0x3F82CD600  0x00040800  +
0x3F830DE00  0x00000800  -
0x3F830E600  0x0003F800  *
0x3F834DE00  0x00022000  +
0x3F836FE00  0x00000800  -
0x3F8370600  0x0005E000  *
0x3F83CE600  0x00027800  +
0x3F83F5E00  0x00000800  -
0x3F83F6600  0x00058800  *
0x3F844EE00  0x00009000  +
0x3F8457E00  0x00000800  -
0x3F8458600  0x00077000  *
0x3F84CF600  0x00071800  +
0x3F8540E00  0x00000800  -
0x3F8541600  0x0000E800  *
0x3F854FE00  0x0009D000  +
0x3F85ECE00  0x0000F000  *
0x3F85FBE00  0x0002C000  +
0x3F8627E00  0x00000800  -
0x3F8628600  0x00054000  *
0x3F867C600  0x00057800  +
0x3F86D3E00  0x00000800  -
0x3F86D4600  0x00028800  *
0x3F86FCE00  0x00013000  +
0x3F870FE00  0x00000800  -
0x3F8710600  0x0006D000  *
0x3F877D600  0x0003E800  +
0x3F87BBE00  0x00000800  -
0x3F87BC600  0x00041800  *
0x3F87FDE00  0x000A6000  +
0x3F88A3E00  0x00008000  *
0x3F88ABE00  0x0005A000  +
0x3F8905E00  0x00000800  -
0x3F8906600  0x00026000  *
0x3F892C600  0x0005F800  +
0x3F898BE00  0x00000800  -
0x3F898C600  0x00020800  *
0x3F89ACE00  0x00041000  +
0x3F89EDE00  0x00000800  -
0x3F89EE600  0x0003F000  *
0x3F8A2D600  0x00046800  +
0x3F8A73E00  0x00000800  -
0x3F8A74600  0x00039800  *
0x3F8AADE00  0x00028000  +
0x3F8AD5E00  0x00000800  -
0x3F8AD6600  0x00058000  *
0x3F8B2E600  0x0002D800  +
0x3F8B5BE00  0x00000800  -
0x3F8B5C600  0x00052800  *
0x3F8BAEE00  0x0000F000  +
0x3F8BBDE00  0x00000800  -
0x3F8BBE600  0x00071000  *
0x3F8C2F600  0x00076800  +
0x3F8CA5E00  0x00000800  -
0x3F8CA6600  0x00009800  *
0x3F8CAFE00  0x000A2000  +
0x3F8D51E00  0x0000A000  *
0x3F8D5BE00  0x00032000  +
0x3F8D8DE00  0x00000800  -
0x3F8D8E600  0x0004E000  *
0x3F8DDC600  0x0005D800  +
0x3F8E39E00  0x00000800  -
0x3F8E3A600  0x00022800  *
0x3F8E5CE00  0x00019000  +
0x3F8E75E00  0x00000800  -
0x3F8E76600  0x00067000  *
0x3F8EDD600  0x00044800  +
0x3F8F21E00  0x00000800  -
0x3F8F22600  0x0003B800  *
0x3F8F5DE00  0x000AB000  +
0x3F9008E00  0x00003000  *
0x3F900BE00  0x0005F000  +
0x3F906AE00  0x00000800  -
0x3F906B600  0x00021000  *
0x3F908C600  0x00064800  +
0x3F90F0E00  0x00000800  -
0x3F90F1600  0x0001B800  *
0x3F910CE00  0x00046000  +
0x3F9152E00  0x00000800  -
0x3F9153600  0x0003A000  *
0x3F918D600  0x0004B800  +
0x3F91D8E00  0x00000800  -
0x3F91D9600  0x00034800  *
0x3F920DE00  0x0002D000  +
0x3F923AE00  0x00000800  -
0x3F923B600  0x00053000  *
0x3F928E600  0x00032800  +
0x3F92C0E00  0x00000800  -
0x3F92C1600  0x0004D800  *
0x3F930EE00  0x00014000  +
