# Rescue Logfile. Created by GNU ddrescue version 1.17
# Command line: ddrescue -d /dev/sdb /home/rescue/image.img /home/rescue/rescuelog.log
# current_pos  current_status
0x649127000     ?
#      pos        size  status
0x1A49CBE00  0x00010000  *
0x1A49DBE00  0x000E0000  +
0x1A4ABBE00  0x00010000  *
0x1A4ACBE00  0x000D0000  +
0x1A4B9BE00  0x00010000  *
0x1A4BABE00  0x000E0000  +
0x1A4C8BE00  0x00010000  *
0x1A4C9BE00  0x001F0000  +
0x1A4E8BE00  0x00010000  *
0x1A4E9BE00  0x000E0000  +
0x1A4F7BE00  0x00010000  *
0x1A4F8BE00  0x000D0000  +
0x1A505BE00  0x00010000  *
0x1A506BE00  0x000E0000  +
0x1A514BE00  0x00010000  *
0x1A515BE00  0x000E0000  +
0x1A523BE00  0x00010000  *
0x1A524BE00  0x000E0000  +
0x1A532BE00  0x00010000  *
0x1A533BE00  0x000D0000  +
0x1A540BE00  0x00010000  *
0x1A541BE00  0x001F0000  +
0x1A560BE00  0x00010000  *
0x1A561BE00  0x000E0000  +
0x1A56FBE00  0x00010000  *
0x1A570BE00  0x000E0000  +
0x1A57EBE00  0x00010000  *
0x1A57FBE00  0x000D0000  +
0x1A58CBE00  0x00010000  *
0x1A58DBE00  0x000E0000  +
0x1A59BBE00  0x00010000  *
0x1A59CBE00  0x000E0000  +
0x1A5AABE00  0x00010000  *
0x1A5ABBE00  0x000D0000  +
0x1A5B8BE00  0x00010000  *
0x1A5B9BE00  0x000E0000  +
0x1A5C7BE00  0x00010000  *
0x1A5C8BE00  0x001F0000  +
0x1A5E7BE00  0x00010000  *
0x1A5E8BE00  0x000E0000  +
0x1A5F6BE00  0x00010000  *
0x1A5F7BE00  0x000D0000  +
0x1A604BE00  0x00010000  *
0x1A605BE00  0x000E0000  +
0x1A613BE00  0x00010000  *
0x1A614BE00  0x000E0000  +
0x1A622BE00  0x00010000  *
0x1A623BE00  0x000D0000  +
0x1A630BE00  0x00010000  *
0x1A631BE00  0x000E0000  +
0x1A63FBE00  0x00010000  *
0x1A640BE00  0x001F0000  +
0x1A65FBE00  0x00010000  *
0x1A660BE00  0x000E0000  +
0x1A66EBE00  0x00010000  *
0x1A66FBE00  0x000D0000  +
0x1A67CBE00  0x00010000  *
0x1A67DBE00  0x000E0000  +
0x1A68BBE00  0x00010000  *
0x1A68CBE00  0x000E0000  +
0x1A69ABE00  0x00010000  *
0x1A69BBE00  0x000E0000  +
0x1A6A9BE00  0x00010000  *
0x1A6AABE00  0x000D0000  +
0x1A6B7BE00  0x00010000  *
0x1A6B8BE00  0x001F0000  +
0x1A6D7BE00  0x00010000  *
0x1A6D8BE00  0x000E0000  +
0x1A6E6BE00  0x00010000  *
0x1A6E7BE00  0x000D0000  +
0x1A6F4BE00  0x00010000  *
0x1A6F5BE00  0x000E0000  +
0x1A703BE00  0x00010000  *
0x1A704BE00  0x000E0000  +
0x1A712BE00  0x00010000  *
0x1A713BE00  0x000E0000  +
0x1A721BE00  0x00010000  *
0x1A722BE00  0x000D0000  +
0x1A72FBE00  0x00010000  *
0x1A730BE00  0x001F0000  +
0x1A74FBE00  0x00010000  *
0x1A750BE00  0x000E0000  +
0x1A75EBE00  0x00010000  *
0x1A75FBE00  0x000E0000  +
0x1A76DBE00  0x00010000  *
0x1A76EBE00  0x000D0000  +
0x1A77BBE00  0x00010000  *
0x1A77CBE00  0x000E0000  +
0x1A78ABE00  0x00010000  *
0x1A78BBE00  0x000E0000  +
0x1A799BE00  0x00010000  *
0x1A79ABE00  0x000D0000  +
0x1A7A7BE00  0x00010000  *
0x1A7A8BE00  0x001F0000  +
0x1A7C7BE00  0x00010000  *
0x1A7C8BE00  0x000E0000  +
0x1A7D6BE00  0x00010000  *
0x1A7D7BE00  0x000D0000  +
0x1A7E4BE00  0x00010000  *
0x1A7E5BE00  0x00002000  +
0x1A7E5DE00  0x00001000  -
0x1A7E5EE00  0x0000E000  *
0x1A7E6CE00  0x000CF000  +
0x1A7F3BE00  0x00010000  *
0x1A7F4BE00  0x000E0000  +
0x1A802BE00  0x00010000  *
0x1A803BE00  0x000E0000  +
0x1A811BE00  0x00010000  *
0x1A812BE00  0x000D0000  +
0x1A81FBE00  0x00010000  *
0x1A820BE00  0x001F0000  +
0x1A83FBE00  0x00010000  *
0x1A840BE00  0x000E0000  +
0x1A84EBE00  0x00010000  *
0x1A84FBE00  0x000E0000  +
0x1A85DBE00  0x00010000  *
0x1A85EBE00  0x000D0000  +
0x1A86BBE00  0x00010000  *
0x1A86CBE00  0x000E0000  +
0x1A87ABE00  0x00010000  *
0x1A87BBE00  0x000E0000  +
0x1A889BE00  0x00010000  *
0x1A88ABE00  0x000E0000  +
0x1A898BE00  0x00010000  *
0x1A899BE00  0x001E0000  +
0x1A8B7BE00  0x00010000  *
0x1A8B8BE00  0x000E0000  +
0x1A8C6BE00  0x00010000  *
0x1A8C7BE00  0x000E0000  +
0x1A8D5BE00  0x00010000  *
0x1A8D6BE00  0x000E0000  +
0x1A8E4BE00  0x00010000  *
0x1A8E5BE00  0x000D0000  +
0x1A8F2BE00  0x00010000  *
0x1A8F3BE00  0x000E0000  +
0x1A901BE00  0x00010000  *
0x1A902BE00  0x000E0000  +
0x1A910BE00  0x00010000  *
0x1A911BE00  0x001E0000  +
0x1A92FBE00  0x00010000  *
0x1A930BE00  0x000E0000  +
0x1A93EBE00  0x00010000  *
0x1A93FBE00  0x000E0000  +
0x1A94DBE00  0x00010000  *
0x1A94EBE00  0x000E0000  +
0x1A95CBE00  0x00010000  *
0x1A95DBE00  0x000D0000  +
0x1A96ABE00  0x00010000  *
0x1A96BBE00  0x000E0000  +
0x1A979BE00  0x00010000  *
0x1A97ABE00  0x000E0000  +
0x1A988BE00  0x00010000  *
0x1A989BE00  0x0EE7B000  +
0x1B8716E00  0x00005000  *
0x1B871BE00  0x0039E000  +
0x1B8AB9E00  0x00002000  *
0x1B8ABBE00  0x004B0000  +
0x1B8F6BE00  0x00010000  *
0x1B8F7BE00  0x000D9000  +
0x1B9054E00  0x00007000  *
0x1B905BE00  0x000E1000  +
0x1B913CE00  0x0000F000  *
0x1B914BE00  0x002AB000  +
0x1B93F6E00  0x00005000  *
0x1B93FBE00  0x001F4000  +
0x1B95EFE00  0x0000C000  *
0x1B95FBE00  0x002AE000  +
0x1B98A9E00  0x00002000  *
0x1B98ABE00  0x000E6000  +
0x1B9991E00  0x0000A000  *
0x1B999BE00  0x000DF000  +
0x1B9A7AE00  0x00001000  *
0x1B9A7BE00  0x002E0000  +
0x1B9D5BE00  0x00010000  *
0x1B9D6BE00  0x0171D000  +
0x1BB488E00  0x00003000  *
0x1BB48BE00  0x000C7000  +
0x1BB552E00  0x00009000  *
0x1BB55BE00  0x00002000  +
0x1BB55DE00  0x00000800  -
0x1BB55E600  0x0000E000  *
0x1BB56C600  0x000D1800  +
0x1BB63DE00  0x0000E000  *
0x1BB64BE00  0x000DD000  +
0x1BB728E00  0x00003000  *
0x1BB72BE00  0x00008000  +
0x1BB733E00  0x00000800  -
0x1BB734600  0x00008000  *
0x1BB73C600  0x000D8800  +
0x1BB814E00  0x00007000  *
0x1BB81BE00  0x00004000  +
0x1BB81FE00  0x00000800  -
0x1BB820600  0x0000C000  *
0x1BB82C600  0x000D3800  +
0x1BB8FFE00  0x0000C000  *
0x1BB90BE00  0x001F1000  +
0x1BBAFCE00  0x0000F000  *
0x1BBB0BE00  0x000DD000  +
0x1BBBE8E00  0x00003000  *
0x1BBBEBE00  0x00008000  +
0x1BBBF3E00  0x00000800  -
0x1BBBF4600  0x00008000  *
0x1BBBFC600  0x000D7800  +
0x1BBCD3E00  0x00008000  *
0x1BBCDBE00  0x00003000  +
0x1BBCDEE00  0x00000800  -
0x1BBCDF600  0x0000D000  *
0x1BBCEC600  0x000D2800  +
0x1BBDBEE00  0x0000D000  *
0x1BBDCBE00  0x000DF000  +
0x1BBEAAE00  0x00001000  *
0x1BBEABE00  0x0000A000  +
0x1BBEB5E00  0x00000800  -
0x1BBEB6600  0x00006000  *
0x1BBEBC600  0x000D9800  +
0x1BBF95E00  0x00006000  *
0x1BBF9BE00  0x00005000  +
0x1BBFA0E00  0x00000800  -
0x1BBFA1600  0x0000B000  *
0x1BBFAC600  0x000D4800  +
0x1BC080E00  0x0000B000  *
0x1BC08BE00  0x00000800  -
0x1BC08C600  0x00010000  *
0x1BC09C600  0x001E2800  +
0x1BC27EE00  0x0000D000  *
0x1BC28BE00  0x000DE000  +
0x1BC369E00  0x00002000  *
0x1BC36BE00  0x00009000  +
0x1BC374E00  0x00000800  -
0x1BC375600  0x00007000  *
0x1BC37C600  0x000D8800  +
0x1BC454E00  0x00007000  *
0x1BC45BE00  0x00004000  +
0x1BC45FE00  0x00000800  -
0x1BC460600  0x0000C000  *
0x1BC46C600  0x000D4800  +
0x1BC540E00  0x0000B000  *
0x1BC54BE00  0x00000800  -
0x1BC54C600  0x00010000  *
0x1BC55C600  0x000CF800  +
0x1BC62BE00  0x00010000  *
0x1BC63BE00  0x000DB000  +
0x1BC716E00  0x00005000  *
0x1BC71BE00  0x00006000  +
0x1BC721E00  0x00000800  -
0x1BC722600  0x0000A000  *
0x1BC72C600  0x000A1800  +
0x1BC7CDE00  0x0000E000  *
0x1BC7DBE00  0x00000800  -
0x1BC7DC600  0x00010000  *
0x1BC7EC600  0x00016800  +
0x1BC802E00  0x00000800  -
0x1BC803600  0x00009800  *
0x1BC80CE00  0x00001000  +
0x1BC80DE00  0x00000800  -
0x1BC80E600  0x0000F000  *
0x1BC81D600  0x001E2800  +
0x1BC9FFE00  0x0000C000  *
0x1BCA0BE00  0x000DF000  +
0x1BCAEAE00  0x00001000  *
0x1BCAEBE00  0x0000A000  +
0x1BCAF5E00  0x00000800  -
0x1BCAF6600  0x00006000  *
0x1BCAFC600  0x000DA800  +
0x1BCBD6E00  0x00005000  *
0x1BCBDBE00  0x00006000  +
0x1BCBE1E00  0x00000800  -
0x1BCBE2600  0x0000A000  *
0x1BCBEC600  0x000D5800  +
0x1BCCC1E00  0x0000A000  *
0x1BCCCBE00  0x00001000  +
0x1BCCCCE00  0x00000800  -
0x1BCCCD600  0x0000F000  *
0x1BCCDC600  0x000D0800  +
0x1BCDACE00  0x0000F000  *
0x1BCDBBE00  0x000DD000  +
0x1BCE98E00  0x00003000  *
0x1BCE9BE00  0x00008000  +
0x1BCEA3E00  0x00000800  -
0x1BCEA4600  0x00008000  *
0x1BCEAC600  0x000D7800  +
0x1BCF83E00  0x00008000  *
0x1BCF8BE00  0x00003000  +
0x1BCF8EE00  0x00000800  -
0x1BCF8F600  0x0000D000  *
0x1BCF9C600  0x001E4800  +
0x1BD180E00  0x0000B000  *
0x1BD18BE00  0x00000800  -
0x1BD18C600  0x00010000  *
0x1BD19C600  0x000D0800  +
0x1BD26CE00  0x0000F000  *
0x1BD27BE00  0x000DC000  +
0x1BD357E00  0x00004000  *
0x1BD35BE00  0x00007000  +
0x1BD362E00  0x00000800  -
0x1BD363600  0x00009000  *
0x1BD36C600  0x000D6800  +
0x1BD442E00  0x00009000  *
0x1BD44BE00  0x00002000  +
0x1BD44DE00  0x00000800  -
0x1BD44E600  0x0000E000  *
0x1BD45C600  0x000D2800  +
0x1BD52EE00  0x0000D000  *
0x1BD53BE00  0x000DE000  +
0x1BD619E00  0x00002000  *
0x1BD61BE00  0x00009000  +
0x1BD624E00  0x00000800  -
0x1BD625600  0x00007000  *
0x1BD62C600  0x000D8800  +
0x1BD704E00  0x00007000  *
0x1BD70BE00  0x00004000  +
0x1BD70FE00  0x00000800  -
0x1BD710600  0x0000C000  *
0x1BD71C600  0x001E6800  +
0x1BD902E00  0x00009000  *
0x1BD90BE00  0x00002000  +
0x1BD90DE00  0x00000800  -
0x1BD90E600  0x0000E000  *
0x1BD91C600  0x000D1800  +
0x1BD9EDE00  0x0000E000  *
0x1BD9FBE00  0x000DD000  +
0x1BDAD8E00  0x00003000  *
0x1BDADBE00  0x00008000  +
0x1BDAE3E00  0x00000800  -
0x1BDAE4600  0x00008000  *
0x1BDAEC600  0x000D8800  +
0x1BDBC4E00  0x00007000  *
0x1BDBCBE00  0x00004000  +
0x1BDBCFE00  0x00000800  -
0x1BDBD0600  0x0000C000  *
0x1BDBDC600  0x000D3800  +
0x1BDCAFE00  0x0000C000  *
0x1BDCBBE00  0x000DF000  +
0x1BDD9AE00  0x00001000  *
0x1BDD9BE00  0x0000A000  +
0x1BDDA5E00  0x00000800  -
0x1BDDA6600  0x00006000  *
0x1BDDAC600  0x000DA800  +
0x1BDE86E00  0x00005000  *
0x1BDE8BE00  0x00006000  +
0x1BDE91E00  0x00000800  -
0x1BDE92600  0x0000A000  *
0x1BDE9C600  0x001E7800  +
0x1BE083E00  0x00008000  *
0x1BE08BE00  0x00003000  +
0x1BE08EE00  0x00000800  -
0x1BE08F600  0x0000D000  *
0x1BE09C600  0x000D2800  +
0x1BE16EE00  0x0000D000  *
0x1BE17BE00  0x000DF000  +
0x1BE25AE00  0x00001000  *
0x1BE25BE00  0x0000A000  +
0x1BE265E00  0x00000800  -
0x1BE266600  0x00006000  *
0x1BE26C600  0x000D9800  +
0x1BE345E00  0x00006000  *
0x1BE34BE00  0x00005000  +
0x1BE350E00  0x00000800  -
0x1BE351600  0x0000B000  *
0x1BE35C600  0x000D4800  +
0x1BE430E00  0x0000B000  *
0x1BE43BE00  0x00000800  -
0x1BE43C600  0x00010000  *
0x1BE44C600  0x000D0800  +
0x1BE51CE00  0x0000F000  *
0x1BE52BE00  0x000DC000  +
0x1BE607E00  0x00004000  *
0x1BE60BE00  0x00007000  +
0x1BE612E00  0x00000800  -
0x1BE613600  0x00009000  *
0x1BE61C600  0x001E8800  +
0x1BE804E00  0x00007000  *
0x1BE80BE00  0x00004000  +
0x1BE80FE00  0x00000800  -
0x1BE810600  0x0000C000  *
0x1BE81C600  0x000D4800  +
0x1BE8F0E00  0x0000B000  *
0x1BE8FBE00  0x00000800  -
0x1BE8FC600  0x00010000  *
0x1BE90C600  0x000CF800  +
0x1BE9DBE00  0x00010000  *
0x1BE9EBE00  0x000DB000  +
0x1BEAC6E00  0x00005000  *
0x1BEACBE00  0x00006000  +
0x1BEAD1E00  0x00000800  -
0x1BEAD2600  0x0000A000  *
0x1BEADC600  0x000D6800  +
0x1BEBB2E00  0x00009000  *
0x1BEBBBE00  0x00002000  +
0x1BEBBDE00  0x00000800  -
0x1BEBBE600  0x0000E000  *
0x1BEBCC600  0x000D1800  +
0x1BEC9DE00  0x0000E000  *
0x1BECABE00  0x000DD000  +
0x1BED88E00  0x00003000  *
0x1BED8BE00  0x00008000  +
0x1BED93E00  0x00000800  -
0x1BED94600  0x00008000  *
0x1BED9C600  0x000E3800  +
0x1BEE7FE00  0x0000C000  *
0x1BEE8BE00  0x000FB000  +
0x1BEF86E00  0x00005000  *
0x1BEF8BE00  0x000E6000  +
0x1BF071E00  0x0000A000  *
0x1BF07BE00  0x00001000  +
0x1BF07CE00  0x00000800  -
0x1BF07D600  0x0000F000  *
0x1BF08C600  0x000D0800  +
0x1BF15CE00  0x0000F000  *
0x1BF16BE00  0x000DD000  +
0x1BF248E00  0x00003000  *
0x1BF24BE00  0x00008000  +
0x1BF253E00  0x00000800  -
0x1BF254600  0x00008000  *
0x1BF25C600  0x000D7800  +
0x1BF333E00  0x00008000  *
0x1BF33BE00  0x00003000  +
0x1BF33EE00  0x00000800  -
0x1BF33F600  0x0000D000  *
0x1BF34C600  0x000D2800  +
0x1BF41EE00  0x0000D000  *
0x1BF42BE00  0x000DE000  +
0x1BF509E00  0x00002000  *
0x1BF50BE00  0x00009000  +
0x1BF514E00  0x00000800  -
0x1BF515600  0x00007000  *
0x1BF51C600  0x000E4800  +
0x1BF600E00  0x0000B000  *
0x1BF60BE00  0x000FC000  +
0x1BF707E00  0x00004000  *
0x1BF70BE00  0x000E7000  +
0x1BF7F2E00  0x00009000  *
0x1BF7FBE00  0x00002000  +
0x1BF7FDE00  0x00000800  -
0x1BF7FE600  0x0000E000  *
0x1BF80C600  0x000D2800  +
0x1BF8DEE00  0x0000D000  *
0x1BF8EBE00  0x000DE000  +
0x1BF9C9E00  0x00002000  *
0x1BF9CBE00  0x00009000  +
0x1BF9D4E00  0x00000800  -
0x1BF9D5600  0x00007000  *
0x1BF9DC600  0x000D8800  +
0x1BFAB4E00  0x00007000  *
0x1BFABBE00  0x00004000  +
0x1BFABFE00  0x00000800  -
0x1BFAC0600  0x0000C000  *
0x1BFACC600  0x000D3800  +
0x1BFB9FE00  0x0000C000  *
0x1BFBABE00  0x000E0000  +
0x1BFC8BE00  0x00010000  *
0x1BFC9BE00  0x000E6000  +
0x1BFD81E00  0x0000A000  *
0x1BFD8BE00  0x000FD000  +
0x1BFE88E00  0x00003000  *
0x1BFE8BE00  0x000E9000  +
0x1BFF74E00  0x00007000  *
0x1BFF7BE00  0x00004000  +
0x1BFF7FE00  0x00000800  -
0x1BFF80600  0x0000C000  *
0x1BFF8C600  0x000D3800  +
0x1C005FE00  0x0000C000  *
0x1C006BE00  0x000DF000  +
0x1C014AE00  0x00001000  *
0x1C014BE00  0x0000A000  +
0x1C0155E00  0x00000800  -
0x1C0156600  0x00006000  *
0x1C015C600  0x000D9800  +
0x1C0235E00  0x00006000  *
0x1C023BE00  0x00005000  +
0x1C0240E00  0x00000800  -
0x1C0241600  0x0000B000  *
0x1C024C600  0x000D5800  +
0x1C0321E00  0x0000A000  *
0x1C032BE00  0x00001000  +
0x1C032CE00  0x00000800  -
0x1C032D600  0x0000F000  *
0x1C033C600  0x000D0800  +
0x1C040CE00  0x0000F000  *
0x1C041BE00  0x000DD000  +
0x1C04F8E00  0x00003000  *
0x1C04FBE00  0x00008000  +
0x1C0503E00  0x00000800  -
0x1C0504600  0x00008000  *
0x1C050C600  0x001E9800  +
0x1C06F5E00  0x00006000  *
0x1C06FBE00  0x00005000  +
0x1C0700E00  0x00000800  -
0x1C0701600  0x0000B000  *
0x1C070C600  0x000D4800  +
0x1C07E0E00  0x0000B000  *
0x1C07EBE00  0x00000800  -
0x1C07EC600  0x00010000  *
0x1C07FC600  0x000CF800  +
0x1C08CBE00  0x00010000  *
0x1C08DBE00  0x000DC000  +
0x1C09B7E00  0x00004000  *
0x1C09BBE00  0x00007000  +
0x1C09C2E00  0x00000800  -
0x1C09C3600  0x00009000  *
0x1C09CC600  0x000D6800  +
0x1C0AA2E00  0x00009000  *
0x1C0AABE00  0x00002000  +
0x1C0AADE00  0x00000800  -
0x1C0AAE600  0x0000E000  *
0x1C0ABC600  0x000D1800  +
0x1C0B8DE00  0x0000E000  *
0x1C0B9BE00  0x000DE000  +
0x1C0C79E00  0x00002000  *
0x1C0C7BE00  0x00009000  +
0x1C0C84E00  0x00000800  -
0x1C0C85600  0x00007000  *
0x1C0C8C600  0x001EA800  +
0x1C0E76E00  0x00005000  *
0x1C0E7BE00  0x00006000  +
0x1C0E81E00  0x00000800  -
0x1C0E82600  0x0000A000  *
0x1C0E8C600  0x000D5800  +
0x1C0F61E00  0x0000A000  *
0x1C0F6BE00  0x00001000  +
0x1C0F6CE00  0x00000800  -
0x1C0F6D600  0x0000F000  *
0x1C0F7C600  0x000D1800  +
0x1C104DE00  0x0000E000  *
0x1C105BE00  0x000DD000  +
0x1C1138E00  0x00003000  *
0x1C113BE00  0x00008000  +
0x1C1143E00  0x00000800  -
0x1C1144600  0x00008000  *
0x1C114C600  0x000D7800  +
0x1C1223E00  0x00008000  *
0x1C122BE00  0x00003000  +
0x1C122EE00  0x00000800  -
0x1C122F600  0x0000D000  *
0x1C123C600  0x000D3800  +
0x1C130FE00  0x0000C000  *
0x1C131BE00  0x000DF000  +
0x1C13FAE00  0x00001000  *
0x1C13FBE00  0x0000A000  +
0x1C1405E00  0x00000800  -
0x1C1406600  0x00006000  *
0x1C140C600  0x001EB800  +
0x1C15F7E00  0x00004000  *
0x1C15FBE00  0x00007000  +
0x1C1602E00  0x00000800  -
0x1C1603600  0x00009000  *
0x1C160C600  0x000D7800  +
0x1C16E3E00  0x00008000  *
0x1C16EBE00  0x00003000  +
0x1C16EEE00  0x00000800  -
0x1C16EF600  0x0000D000  *
0x1C16FC600  0x000D2800  +
0x1C17CEE00  0x0000D000  *
0x1C17DBE00  0x000DE000  +
0x1C18B9E00  0x00002000  *
0x1C18BBE00  0x00009000  +
0x1C18C4E00  0x00000800  -
0x1C18C5600  0x00007000  *
0x1C18CC600  0x000D9800  +
0x1C19A5E00  0x00006000  *
0x1C19ABE00  0x00005000  +
0x1C19B0E00  0x00000800  -
0x1C19B1600  0x0000B000  *
0x1C19BC600  0x000D4800  +
0x1C1A90E00  0x0000B000  *
0x1C1A9BE00  0x00000800  -
0x1C1A9C600  0x00010000  *
0x1C1AAC600  0x000CF800  +
0x1C1B7BE00  0x00010000  *
0x1C1B8BE00  0x001EE000  +
0x1C1D79E00  0x00002000  *
0x1C1D7BE00  0x00009000  +
0x1C1D84E00  0x00000800  -
0x1C1D85600  0x00007000  *
0x1C1D8C600  0x000D8800  +
0x1C1E64E00  0x00007000  *
0x1C1E6BE00  0x00004000  +
0x1C1E6FE00  0x00000800  -
0x1C1E70600  0x0000C000  *
0x1C1E7C600  0x000D3800  +
0x1C1F4FE00  0x0000C000  *
0x1C1F5BE00  0x000E0000  +
0x1C203BE00  0x00010000  *
0x1C204BE00  0x000DB000  +
0x1C2126E00  0x00005000  *
0x1C212BE00  0x00006000  +
0x1C2131E00  0x00000800  -
0x1C2132600  0x0000A000  *
0x1C213C600  0x000D5800  +
0x1C2211E00  0x0000A000  *
0x1C221BE00  0x00001000  +
0x1C221CE00  0x00000800  -
0x1C221D600  0x0000F000  *
0x1C222C600  0x000D1800  +
0x1C22FDE00  0x0000E000  *
0x1C230BE00  0x001EF000  +
0x1C24FAE00  0x00001000  *
0x1C24FBE00  0x0000A000  +
0x1C2505E00  0x00000800  -
0x1C2506600  0x00006000  *
0x1C250C600  0x000D9800  +
0x1C25E5E00  0x00006000  *
0x1C25EBE00  0x00005000  +
0x1C25F0E00  0x00000800  -
0x1C25F1600  0x0000B000  *
0x1C25FC600  0x000D5800  +
0x1C26D1E00  0x0000A000  *
0x1C26DBE00  0x00001000  +
0x1C26DCE00  0x00000800  -
0x1C26DD600  0x0000F000  *
0x1C26EC600  0x000D0800  +
0x1C27BCE00  0x0000F000  *
0x1C27CBE00  0x000DC000  +
0x1C28A7E00  0x00004000  *
0x1C28ABE00  0x00007000  +
0x1C28B2E00  0x00000800  -
0x1C28B3600  0x00009000  *
0x1C28BC600  0x000D7800  +
0x1C2993E00  0x00008000  *
0x1C299BE00  0x00003000  +
0x1C299EE00  0x00000800  -
0x1C299F600  0x0000D000  *
0x1C29AC600  0x000D2800  +
0x1C2A7EE00  0x0000D000  *
0x1C2A8BE00  0x001F0000  +
0x1C2C7BE00  0x00010000  *
0x1C2C8BE00  0x000DC000  +
0x1C2D67E00  0x00004000  *
0x1C2D6BE00  0x00007000  +
0x1C2D72E00  0x00000800  -
0x1C2D73600  0x00009000  *
0x1C2D7C600  0x000D6800  +
0x1C2E52E00  0x00009000  *
0x1C2E5BE00  0x00002000  +
0x1C2E5DE00  0x00000800  -
0x1C2E5E600  0x0000E000  *
0x1C2E6C600  0x000D1800  +
0x1C2F3DE00  0x0000E000  *
0x1C2F4BE00  0x000DE000  +
0x1C3029E00  0x00002000  *
0x1C302BE00  0x00009000  +
0x1C3034E00  0x00000800  -
0x1C3035600  0x00007000  *
0x1C303C600  0x000D8800  +
0x1C3114E00  0x00007000  *
0x1C311BE00  0x00004000  +
0x1C311FE00  0x00000800  -
0x1C3120600  0x0000C000  *
0x1C312C600  0x000D3800  +
0x1C31FFE00  0x0000C000  *
0x1C320BE00  0x001F2000  +
0x1C33FDE00  0x0000E000  *
0x1C340BE00  0x000DD000  +
0x1C34E8E00  0x00003000  *
0x1C34EBE00  0x00008000  +
0x1C34F3E00  0x00000800  -
0x1C34F4600  0x00008000  *
0x1C34FC600  0x000D7800  +
0x1C35D3E00  0x00008000  *
0x1C35DBE00  0x00003000  +
0x1C35DEE00  0x00000800  -
0x1C35DF600  0x0000D000  *
0x1C35EC600  0x000D3800  +
0x1C36BFE00  0x0000C000  *
0x1C36CBE00  0x000DF000  +
0x1C37AAE00  0x00001000  *
0x1C37ABE00  0x0000A000  +
0x1C37B5E00  0x00000800  -
0x1C37B6600  0x00006000  *
0x1C37BC600  0x000D9800  +
0x1C3895E00  0x00006000  *
0x1C389BE00  0x00005000  +
0x1C38A0E00  0x00000800  -
0x1C38A1600  0x0000B000  *
0x1C38AC600  0x000D5800  +
0x1C3981E00  0x0000A000  *
0x1C398BE00  0x00001000  +
0x1C398CE00  0x00000800  -
0x1C398D600  0x0000F000  *
0x1C399C600  0x001E2800  +
0x1C3B7EE00  0x0000D000  *
0x1C3B8BE00  0x000DE000  +
0x1C3C69E00  0x00002000  *
0x1C3C6BE00  0x00009000  +
0x1C3C74E00  0x00000800  -
0x1C3C75600  0x00007000  *
0x1C3C7C600  0x000D9800  +
0x1C3D55E00  0x00006000  *
0x1C3D5BE00  0x00005000  +
0x1C3D60E00  0x00000800  -
0x1C3D61600  0x0000B000  *
0x1C3D6C600  0x000D4800  +
0x1C3E40E00  0x0000B000  *
0x1C3E4BE00  0x00000800  -
0x1C3E4C600  0x00010000  *
0x1C3E5C600  0x000CF800  +
0x1C3F2BE00  0x00010000  *
0x1C3F3BE00  0x000DC000  +
0x1C4017E00  0x00004000  *
0x1C401BE00  0x00007000  +
0x1C4022E00  0x00000800  -
0x1C4023600  0x00009000  *
0x1C402C600  0x000D6800  +
0x1C4102E00  0x00009000  *
0x1C410BE00  0x00002000  +
0x1C410DE00  0x00000800  -
0x1C410E600  0x0000E000  *
0x1C411C600  0x08982800  +
0x1CCA9EE00  0x0000D000  *
0x1CCAABE00  0x000DB000  +
0x1CCB86E00  0x00005000  *
0x1CCB8BE00  0x000E3000  +
0x1CCC6EE00  0x0000D000  *
0x1CCC7BE00  0x0029A000  +
0x1CCF15E00  0x00006000  *
0x1CCF1BE00  0x000E3000  +
0x1CCFFEE00  0x0000D000  *
0x1CD00BE00  0x000DB000  +
0x1CD0E6E00  0x00005000  *
0x1CD0EBE00  0x000E6000  +
0x1CD1D1E00  0x0000A000  *
0x1CD1DBE00  0x000DD000  +
0x1CD2B8E00  0x00003000  *
0x1CD2BBE00  0x000E5000  +
0x1CD3A0E00  0x0000B000  *
0x1CD3ABE00  0x001EE000  +
0x1CD599E00  0x00002000  *
0x1CD59BE00  0x00000800  -
0x1CD59C600  0x00010000  *
0x1CD5AC600  0x000D7800  +
0x1CD683E00  0x00008000  *
0x1CD68BE00  0x000DF000  +
0x1CD76AE00  0x00001000  *
0x1CD76BE00  0x00001000  +
0x1CD76CE00  0x00000800  -
0x1CD76D600  0x0000F000  *
0x1CD77C600  0x000D7800  +
0x1CD853E00  0x00008000  *
0x1CD85BE00  0x000E2000  +
0x1CD93DE00  0x0000E000  *
0x1CD94BE00  0x000D9000  +
0x1CDA24E00  0x00007000  *
0x1CDA2BE00  0x000E4000  +
0x1CDB0FE00  0x0000C000  *
0x1CDB1BE00  0x01548000  +
0x1CF063E00  0x00008000  *
0x1CF06BE00  0x0059B000  +
0x1CF606E00  0x00005000  *
0x1CF60BE00  0x001C4000  +
0x1CF7CFE00  0x0000C000  *
0x1CF7DBE00  0x000DD000  +
0x1CF8B8E00  0x00003000  *
0x1CF8BBE00  0x00005000  +
0x1CF8C0E00  0x00000800  -
0x1CF8C1600  0x0000B000  *
0x1CF8CC600  0x001E4800  +
0x1CFAB0E00  0x0000B000  *
0x1CFABBE00  0x000DE000  +
0x1CFB99E00  0x00002000  *
0x1CFB9BE00  0x00006000  +
